"datetime","tempmax","tempmin","humidity","precip","windspeed","AcresBurned","Cause","Fatalities","StructureDam","fire","StructureDest.","StructureDam.","FirePersonnelDeath","CivilDeath"
"2017-05-13",21.7,6.6,52.8,0,20,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-14",22.6,7.7,60.5,0,21,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-15",25,8,62.9,0,26.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-16",19.2,10.5,71.7,0,25.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-17",24.8,8.3,58.4,0,25.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-18",29.8,9.8,47.4,0,27.2,10000,"ELECTRICAL POWER",0,0,"Yes",0,0,0,0
"2017-05-19",32.2,11.2,46.8,0,11.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-20",33.7,13.1,46.5,0,13.3,506,"UNDETERMINED",0,0,"Yes",0,0,0,0
"2017-05-20",33.7,13.1,46.5,0,13.3,2056,"UNDETERMINED",0,0,"Yes",0,0,0,0
"2017-05-21",34.8,14.8,45.4,0,12.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-22",36.4,15.7,47.6,0,15.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-23",36.5,15.7,53.5,0,18.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-24",25.1,13.3,68.2,0,25.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-25",21.7,12.2,70,0,35.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-26",21.1,11.9,66,0,22.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-27",25.7,9.6,66.2,0,19.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-28",29.3,9.7,68.1,0,20.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-29",27.6,12.9,71.7,0,23.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-30",24.3,11.7,70.6,0,19.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-31",27,13.4,71.2,1.555,24.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-01",29.1,13.8,65.3,0,19.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-02",32.7,14.2,57,0,15.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-03",31.1,15.6,55.4,0,21,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-04",30,13.7,53.6,0,23.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-05",33.3,11,50.8,0,23,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-06",31.7,14.3,50.2,0,18,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-07",25.6,13.3,63.2,0,21.7,339,"EQUIPMENT USE",0,0,"Yes",0,0,0,0
"2017-06-08",21.5,12.7,71.8,3.091,17.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-09",24.3,13.4,68.9,0,30.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-10",24.2,10,57.8,0,23.2,1417,"SHOOTING",0,0,"Yes",0,0,0,0
"2017-06-11",19,9.1,66.8,0.307,20.4,450,"SHOOTING",0,0,"Yes",0,0,0,0
"2017-06-12",23.2,10,63.5,0,18.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-13",28.7,11,58.9,0,17.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-14",32.3,14.2,53,0,16.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-15",34.4,15,48.4,0,14.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-16",37.2,19,50.7,0,22.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-17",38.1,20.2,46,0,25.1,850,"UNDETERMINED",0,2,"Yes",0,2,0,0
"2017-06-18",41.1,23.7,37.9,0,17.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-19",40.3,23.9,42.6,0,21.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-20",39.3,21.5,48,0,20.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-21",40.6,18.2,49.1,0,16,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-22",41.1,22.2,41.7,0,18.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-23",36.6,19.6,50.9,0,16.3,357,"DEBRIS BURNING",0,4,"Yes",4,0,0,0
"2017-06-24",34.2,15.8,60.4,0,21.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-25",30.4,15.1,64.2,0,22.6,760,"DEBRIS BURNING",0,2,"Yes",1,1,0,0
"2017-06-26",28.2,13.9,65,0,29.9,6309,"VEHICLE",0,0,"Yes",0,0,0,0
"2017-06-26",28.2,13.9,65,0,29.9,1626,"VEHICLE",0,7,"Yes",7,0,0,0
"2017-06-27",29.1,13.8,67.9,0,25.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-28",31.4,13.3,65.4,0,24.1,558,"VEHICLE",0,0,"Yes",0,0,0,0
"2017-06-29",33,13.9,60,0,20.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-06-30",32.4,13.8,61.3,0,22.3,1200,"UNDETERMINED",0,0,"Yes",0,0,0,0
"2017-07-01",30.8,13.8,59.8,0,19.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-02",33.1,13.9,60.5,0,20.5,1562,"UNDETERMINED",0,0,"Yes",0,0,0,0
"2017-07-03",32.6,14.7,52.1,0,23.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-04",33.6,15.7,47.3,0,21,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-05",32.5,13.7,54.3,0,16.6,496,"MISCELLANEOUS",0,1,"Yes",1,0,0,0
"2017-07-06",37.9,16.2,45.3,0,15.4,1700,"VEHICLE",0,0,"Yes",0,0,0,0
"2017-07-06",37.9,16.2,45.3,0,15.4,28687,"UNDETERMINED",0,15,"Yes",14,1,0,0
"2017-07-07",42.2,18.6,35.3,0,23,6033,"ELECTRICAL POWER",0,101,"Yes",91,10,0,0
"2017-07-08",38.9,18.9,34.3,0,20.8,1816,"ELECTRICAL POWER",0,1,"Yes",0,1,0,0
"2017-07-09",37.9,17.7,39.1,0,19.6,48660,"EQUIPMENT USE",0,1,"Yes",1,0,0,0
"2017-07-09",37.9,17.7,39.1,0,19.6,340,"EQUIPMENT USE",0,3,"Yes",3,0,0,0
"2017-07-10",35.1,17.1,49.8,0,20.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-11",32.4,15.9,51.4,0,23.3,400,"VEHICLE",0,0,"Yes",0,0,0,0
"2017-07-12",33.5,15.4,51.6,0,18.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-13",33.4,16.6,51.2,0,17.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-14",34.6,15.8,50.4,0,17.1,460,"UNDETERMINED",0,0,"Yes",0,0,0,0
"2017-07-15",37.6,17.1,47.7,0,12.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-16",39.3,19.5,39.8,0,15.6,900,"VEHICLE",0,1,"Yes",1,0,0,0
"2017-07-16",39.3,19.5,39.8,0,15.6,81826,"SHOOTING",0,155,"Yes",134,21,0,0
"2017-07-17",37.4,19.5,35,0,20.3,1649,"EQUIPMENT USE",0,0,"Yes",0,0,0,0
"2017-07-18",31.1,16.6,42.9,0,24.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-19",33.8,14,54,0,21.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-20",33.1,15.7,55.2,0,22.3,416,"ARSON",0,0,"Yes",0,0,0,0
"2017-07-21",34.9,16.1,51.3,0,20.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-22",37.2,16.1,49,0,13,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-23",37.9,21,41.9,0,23.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-24",31.6,16.9,48,0,23.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-25",33,14.5,55.7,0,18.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-26",34.6,15.1,53.2,0,17.2,1268,"DEBRIS BURNING",0,0,"Yes",0,0,0,0
"2017-07-27",37.2,16.7,46.7,0,18.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-28",36,19.7,45.9,0,21.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-07-29",33.9,15,53.9,0,15.4,675,"UNDETERMINED",0,1,"Yes",1,0,0,0
"2017-07-30",35.3,14.1,53.7,0,16.4,2289,"ARSON",0,0,"Yes",0,0,0,0
"2017-07-31",36.3,15.3,52.5,0,17.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-01",38.5,16.4,46.1,0,17.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-02",37,21,42.2,0,25.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-03",36.3,22.1,38.5,0,19.1,325,"UNDETERMINED",0,1,"Yes",1,0,0,0
"2017-08-04",31.3,22.4,44.8,0,21.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-05",32.6,18.7,57.3,0,17.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-06",30.4,15.2,64.2,0,20,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-07",31.6,15.7,64.8,0,19.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-08",33,15.1,67.2,0,21.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-09",30.9,14.9,70.4,0,24.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-10",33.5,15,68,0,18.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-11",35,15.7,62.7,0,16.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-12",33.6,17.2,58.2,0,19.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-13",30.8,15.5,60.8,0,23.6,1500,"UNDETERMINED",0,46,"Yes",0,46,0,0
"2017-08-14",25.4,15.7,73.1,0,25.6,600,"ELECTRICAL POWER",0,0,"Yes",0,0,0,0
"2017-08-15",27.3,13.6,70.5,0,20.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-16",30.1,13.8,67,0,16.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-17",32.5,15.8,62.9,0,16,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-18",33.6,15.2,63.6,0,16.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-19",32.1,15.2,65.7,0,19.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-20",30.4,15.6,67,0,22.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-21",27.6,16.7,68.5,0,24.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-22",33.3,16,61.1,0,18.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-23",34.7,15.9,60.1,0,19.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-24",31,15.6,63,0,19.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-25",34.7,13.7,57.1,0,11.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-26",40.5,15.8,48.4,0,14.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-27",42.1,19.7,40,0,14.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-28",42.6,18.5,41.4,0,14.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-08-29",35.4,18.1,51.4,0,16.6,4016,"CAMPFIRE",0,55,"Yes",55,0,0,0
"2017-08-30",34.6,15.1,53,0,14.8,392,"UNDETERMINED",0,2,"Yes",1,1,0,0
"2017-08-31",38.1,13.3,49,0,14.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-01",42.1,19.6,38.6,0,24.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-02",41.7,20.4,42.2,0,12.2,3800,"PLAYING WITH FIRE",0,1,"Yes",0,1,0,0
"2017-09-03",38.7,21.9,42.8,0,15.1,1037,"ELECTRICAL POWER",0,11,"Yes",7,4,0,0
"2017-09-03",38.7,21.9,42.8,0,15.1,680,"VEHICLE",0,4,"Yes",4,0,0,0
"2017-09-04",33.4,22.5,47.8,0,25.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-05",32.9,21.2,61.7,0,18.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-06",33,19.6,59.7,0,22.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-07",24.3,18.4,72.1,0,21.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-08",30.5,15.2,72,0,15.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-09",33.8,16.2,65.2,0,12.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-10",36.5,17.6,52.8,0,13,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-11",35.8,20.1,49.3,0,19.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-12",33.5,20.8,54.1,0,18.7,900,"LIGHTNING",0,0,"Yes",0,0,0,0
"2017-09-13",25.7,18,73.7,0,26.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-14",25,16.6,69,0,23.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-15",28.8,12.2,63.3,0,16.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-16",29.8,14.5,61.3,0,14.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-17",28.9,13.9,61.3,0,18.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-18",27.2,15.6,69.4,0,27.7,483,"ELECTRICAL POWER",0,0,"Yes",0,0,0,0
"2017-09-19",26.4,11.2,58.1,0,20.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-20",25.6,13.9,64.2,0,28.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-21",22.4,10,55.7,0,18.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-22",23.7,11.2,56.9,0,17,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-23",26.6,11.8,38.9,0,24.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-24",28.3,8.8,39.8,0,15.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-25",30.6,9.3,44.9,0,16.5,2662,"MISCELLANEOUS",0,7,"Yes",0,7,0,0
"2017-09-26",33.7,11.4,40.4,0,21.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-27",32.6,12.3,41,0,14.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-28",31.8,12.9,46.3,0,11.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-09-29",27.9,14.6,57.2,0,17.6,444,"MISCELLANEOUS",0,0,"Yes",0,0,0,0
"2017-09-30",28.9,13.3,66.5,0,16.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-01",27.8,14.9,34.1,0,35.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-02",25.5,12.2,29.9,0,37,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-03",26.5,6,40.1,0,21.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-04",26.7,8,45.3,0,15.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-05",28.3,7.7,49.5,0,20,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-06",29.6,8.4,46,0,10,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-07",29.3,10,46,0,10.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-08",26.6,11.9,40,0,39.9,8500,"ELECTRICAL POWER",0,7,"Yes",6,1,0,0
"2017-10-08",26.6,11.9,40,0,39.9,9989,"ELECTRICAL POWER",4,274,"Yes",264,10,0,4
"2017-10-08",26.6,11.9,40,0,39.9,76,"ELECTRICAL POWER",0,15,"Yes",13,2,0,0
"2017-10-08",26.6,11.9,40,0,39.9,821,"ELECTRICAL POWER",0,49,"Yes",47,2,0,0
"2017-10-08",26.6,11.9,40,0,39.9,36807,"ELECTRICAL POWER",22,5953,"Yes",5636,317,1,21
"2017-10-08",26.6,11.9,40,0,39.9,3700,"ELECTRICAL POWER",0,0,"Yes",0,0,0,0
"2017-10-08",26.6,11.9,40,0,39.9,8283,"ELECTRICAL POWER",0,0,"Yes",0,0,0,0
"2017-10-08",26.6,11.9,40,0,39.9,36523,"ELECTRICAL POWER",9,584,"Yes",543,41,0,9
"2017-10-09",27.2,14.2,23.3,0,36.8,44573,"ELECTRICAL POWER",3,1527,"Yes",1355,172,0,3
"2017-10-09",27.2,14.2,23.3,0,36.8,1660,"ELECTRICAL POWER",0,4,"Yes",3,1,0,0
"2017-10-09",27.2,14.2,23.3,0,36.8,6151,"ELECTRICAL POWER",0,76,"Yes",74,2,0,0
"2017-10-09",27.2,14.2,23.3,0,36.8,9217,"MISCELLANEOUS",0,80,"Yes",25,55,0,0
"2017-10-09",27.2,14.2,23.3,0,36.8,51624,"ELECTRICAL POWER",6,903,"Yes",783,120,0,6
"2017-10-09",27.2,14.2,23.3,0,36.8,2207,"ELECTRICAL POWER",0,170,"Yes",162,8,0,0
"2017-10-09",27.2,14.2,23.3,0,36.8,17357,"ELECTRICAL POWER",0,8,"Yes",6,2,0,0
"2017-10-10",27.6,8.6,43.1,0,11.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-11",24.2,10.5,45.1,0,26.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-12",23.8,11,30.9,0,33.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-13",25.6,5.7,46.6,0,16,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-14",25,11.6,35.8,0,31.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-15",27.5,6.8,52.1,0,9.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-16",28.2,7.3,54,0,12.2,391,"ARSON",0,6,"Yes",6,0,0,0
"2017-10-17",27.1,8.8,51.3,0,11,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-18",26.8,7.3,56.4,0,15.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-19",21,11.3,78.5,0.009,26.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-20",17.2,9.1,78.9,4.247,27.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-21",21.1,6.3,74.2,0,16.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-22",23.9,7.1,68.7,0,22.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-23",28.3,9.8,67.6,0,7.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-24",30.6,10.7,67.4,0,10.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-25",30.6,12,64.9,0,12.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-26",30.4,10.9,66.6,0,8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-27",29.8,11.1,64.7,0,13.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-28",29.9,10.6,64.4,0,6.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-29",26.7,9.5,73.4,0,14.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-30",19.2,11.1,76.7,0,22.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-10-31",19.9,6.7,77.4,0,14.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-01",20,8.1,74.2,0,12,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-02",17.9,10.1,74.6,0,14.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-03",18.8,13.4,74,0.144,16.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-04",17.6,9.2,74.3,2.247,21.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-05",15.6,6.1,70,0,13.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-06",17.2,5.6,73.7,0,10.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-07",18.3,3.9,76.1,0,13,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-08",16.7,6.8,73.9,1.404,15.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-09",17.9,12.5,89.4,7.33,17.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-10",18.3,11.3,90.1,0.228,19.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-11",17.7,6.7,88.6,0,9.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-12",18.2,8.3,83.4,0,10.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-13",19.3,10.5,81.8,0.139,16,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-14",18.3,9.1,75.8,0,11.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-15",14.3,10.7,89.7,9.943,20.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-16",14.3,12.8,99.3,20.687,14.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-17",16,7.9,76.6,2.535,23,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-18",16,3.5,72.1,0,14.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-19",15.9,3.2,81.6,0,7.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-20",15.4,11.6,87,0.288,17.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-21",18.1,10.1,92.3,0,16.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-22",19.1,8.8,93.4,0,15.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-23",17.1,10.4,96.7,0,8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-24",19.6,10.4,91.3,0,13.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-25",17.3,11.3,95.9,0,10.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-26",15.8,13.1,94.4,2.823,17.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-27",14.8,6.9,83.4,2.384,25.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-28",16.5,4,83.8,0,13.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-29",15.3,4.2,84.1,0,11.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-11-30",16.7,3.5,86.1,0,7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-01",16.1,2.7,85.7,0,7.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-02",14.7,3.3,87.7,0,15,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-03",14.3,6.3,67.7,0.591,21.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-04",15.5,5.7,48.3,0,42.8,281893,"UNDETERMINED",2,1334,"Yes",1060,274,1,1
"2017-12-05",16.3,4.3,51.3,0,22.6,15619,"UNDETERMINED",0,204,"Yes",123,81,0,0
"2017-12-05",16.3,4.3,51.3,0,22.6,6049,"UNDETERMINED",0,9,"Yes",6,3,0,0
"2017-12-06",16,0,77,0,4.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-07",17.9,0.5,75.4,0,12.9,4088,"UNDETERMINED",0,221,"Yes",157,64,0,0
"2017-12-08",16.1,2.2,79.8,0,12,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-09",16.1,0.1,83.5,0,5.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-10",17.1,-0.2,82.4,0,8.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-11",16.6,0.1,79,0,10.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-12",16.1,-0.4,82,0,5.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-13",15.4,-1.2,82.5,0,8.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-14",16.2,-0.2,82.6,0,9.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-15",14.9,1,85.6,0,8.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-16",16.1,5,42.3,0,51.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-17",15.1,5.3,47.2,0,34.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-18",15.9,1.9,75.9,0,8.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-19",13.9,0.9,77.6,0,20.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-20",12.7,4.6,69.2,2.442,18,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-21",13.3,3,59.2,0,30.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-22",10.3,-0.5,80.2,0,11.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-23",12.2,3.7,72.9,0,10.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-24",11.7,4.3,78.4,0,19.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-25",14.7,2.9,73.8,0,8.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-26",15.9,0.7,81.3,0,5.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-27",14.9,0.8,84.6,0,11.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-28",15.4,0.7,85.9,0,7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-29",16,0.4,84,0,5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-30",16.1,0.3,80.9,0,9.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-12-31",13.8,2,83.1,0,8.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-01",10.5,-1.8,70.5,0,11.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-02",11,-1.7,76,0,11,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-03",12,-1.1,74.5,0,6.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-04",13.5,1.2,76.8,0,15.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-05",13.5,0.7,78.5,0,6.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-06",17,2.7,79.3,0,13.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-07",18.7,2.1,81.4,0,4.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-08",17,3.7,83.3,0,11.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2015-01-09",14,5.6,86,0,5.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
