"datetime","tempmax","tempmin","humidity","precip","windspeed"
2017-12-06,16,0,77,0,4.9
2017-12-07,17.9,0.5,75.4,0,12.9
2017-12-08,16.1,2.2,79.8,0,12
2017-12-09,16.1,0.1,83.5,0,5.8
2017-12-10,17.1,-0.2,82.4,0,8.5
2017-12-11,16.6,0.1,79,0,10.4
2017-12-12,16.1,-0.4,82,0,5.4
2017-12-13,15.4,-1.2,82.5,0,8.8
2017-12-14,16.2,-0.2,82.6,0,9.7
2017-12-15,14.9,1,85.6,0,8.3
2017-12-16,16.1,5,42.3,0,51.6
2017-12-17,15.1,5.3,47.2,0,34.4
2017-12-18,15.9,1.9,75.9,0,8.9
2017-12-19,13.9,0.9,77.6,0,20.5
2017-12-20,12.7,4.6,69.2,2.442,18
2017-12-21,13.3,3,59.2,0,30.1
2017-12-22,10.3,-0.5,80.2,0,11.8
2017-12-23,12.2,3.7,72.9,0,10.9
2017-12-24,11.7,4.3,78.4,0,19.3
2017-12-25,14.7,2.9,73.8,0,8.5
2017-12-26,15.9,0.7,81.3,0,5.8
2017-12-27,14.9,0.8,84.6,0,11.2
2017-12-28,15.4,0.7,85.9,0,7
2017-12-29,16,0.4,84,0,5
2017-12-30,16.1,0.3,80.9,0,9.1
2017-12-31,13.8,2,83.1,0,8.2
