"datetime","tempmax","tempmin","humidity","precip","windspeed"
2010-05-09,17.9,8.8,70.8,0.198,21
2010-05-10,14.1,7,75.8,2.362,32.8
2010-05-11,22,3.6,61.7,0,27.7
2010-05-12,26.9,8.1,56.1,0,15.6
2010-05-13,28.3,9.8,57.9,0,13.9
2010-05-14,27.8,11,61.4,0,16.6
2010-05-15,29.1,10,60.7,0,16.2
2010-05-16,25.1,10.9,63.9,0,23
2010-05-17,18.5,11,70.1,0,21.5
2010-05-18,22.9,11.8,65.6,0,20.6
2010-05-19,18.9,11.2,66.1,0.054,22.4
2010-05-20,23.8,7.2,54.8,0,25.6
2010-05-21,19.6,8.1,55,0.027,25.8
2010-05-22,17.9,5.1,54.2,0.265,26.4
2010-05-23,23.1,7,48.5,0,28
2010-05-24,18.9,10.1,57.8,0,22.8
2010-05-25,18.8,9.1,77.9,2.02,25.9
2010-05-26,20.8,11.8,65.5,1.848,21.6
2010-05-27,17.7,9.3,68.4,3.414,24.4
2010-05-28,20.8,6.7,62.9,0,15.1
2010-05-29,28.1,11.2,49,0.027,24.4
2010-05-30,30.8,9.4,49.9,0,14.5
2010-05-31,26.9,15.2,59.2,0,22.8
2010-06-01,26,14.1,65.9,0,17.6
2010-06-02,28.9,13.3,63.9,0,25.3
2010-06-03,28.9,15.8,62.7,0,25.6
2010-06-04,26.9,17.9,67.9,0,19.5
2010-06-05,32.5,16,62,0,17.7
2010-06-06,33,16.8,61.5,0,22.9
2010-06-07,30.8,14.3,62.8,0,19.8
2010-06-08,28.1,13.9,59.1,0,23.8
2010-06-09,24.5,13.3,57.2,0,26.7
2010-06-10,25.7,10,53.7,0,26.8
2010-06-11,29.8,16,33.2,0,42.5
2010-06-12,33,16.8,31.8,0,37.1
2010-06-13,36,14.1,38.2,0,19.4
2010-06-14,33.1,17,44.9,0,23.7
2010-06-15,28.1,12.8,53.8,0,21.2
2010-06-16,28.6,11,39.2,0,30.1
2010-06-17,29.8,11.8,42.1,0,14
2010-06-18,25.8,12.1,57.6,0,24.6
2010-06-19,23.8,11.7,58.6,0,24.2
2010-06-20,27.7,10.6,55.1,0,16.2
2010-06-21,31.7,12,46.6,0,12.3
2010-06-22,33.1,15,45.1,0,19.4
2010-06-23,33,16,50.1,0,21.1
2010-06-24,27.1,14.1,59.6,0,24
2010-06-25,29,13,63.6,0,18.9
2010-06-26,34.1,13.8,57.8,0,16.5
2010-06-27,38.9,15.9,45.2,0,11.8
2010-06-28,38.8,20.6,42.8,0,16.5
2010-06-29,35.1,16,47.4,0,21.8
2010-06-30,30.8,14.8,44.1,0,20
2010-07-01,29.2,12.6,53.5,0,20.6
2010-07-02,30.7,13.7,51.6,0,13.9
2010-07-03,32.9,15.6,38.6,0,28.7
2010-07-04,36.6,16,39.9,0,21
2010-07-05,34.6,15.7,51.5,0,22.1
2010-07-06,28.1,12.8,63.2,0,19.3
2010-07-07,30.2,12,59.4,0,21.6
2010-07-08,30.4,13,59.9,0,18
2010-07-09,32,13.3,60.6,0,18.8
2010-07-10,36.3,14.3,58,0,16.5
2010-07-11,36.6,13.8,56.7,0,15.1
2010-07-12,27.7,14.1,62.7,0,24.7
2010-07-13,30.7,14.1,55.7,0,21.4
2010-07-14,34,15,46.2,0,17.4
2010-07-15,38.7,17.4,38.3,0,17
2010-07-16,37.8,18.1,47,0,20.4
2010-07-17,35.2,16.1,52.6,0,15.8
2010-07-18,36.9,16.9,50.4,0,13.9
2010-07-19,36.2,16,49.1,0,20.6
2010-07-20,31.3,13.7,59.4,0,19
2010-07-21,26.4,12.9,63.3,0,23.2
2010-07-22,33.2,11.7,60.4,0,19.8
2010-07-23,33.6,13.8,56.3,0,19.1
2010-07-24,34.6,14,52.2,0,20
2010-07-25,30.5,13.1,58.7,0,21.8
2010-07-26,25.2,12.8,64,0,22.2
2010-07-27,27.2,12,61.3,0,20.1
2010-07-28,31,11.9,54.8,0,18.4
2010-07-29,32.6,11.6,53.8,0,17
2010-07-30,31.8,11.8,60,0,18
2010-07-31,31.2,12.7,60.1,0,16.8
2010-08-01,32.9,12.9,56.6,0,15.2
2010-08-02,31.9,13.7,54.9,0,16.3
2010-08-03,34.1,13,54.5,0,13.6
2010-08-04,31.4,13.7,58.3,0,17.7
2010-08-05,28.3,11.7,62.7,0,17
2010-08-06,32.1,11.7,62,0,19.1
2010-08-07,30.8,12.8,62.2,0,18.1
2010-08-08,27.1,13.7,65.9,0,27.5
2010-08-09,29.2,12.9,64.7,0,18.8
2010-08-10,29.1,12.4,64.1,0,23.8
2010-08-11,24.2,12.7,69.6,0,23.4
2010-08-12,31.2,11.6,61.7,0,12.8
2010-08-13,31.8,13.9,58.4,0,20.3
2010-08-14,29.5,12.1,61,0,21.1
2010-08-15,31,12.8,62,0,16.6
2010-08-16,34.3,13.1,56.4,0,17.3
2010-08-17,29.8,13.1,57.5,0,23.8
2010-08-18,29.3,12.9,60.8,0,17.9
2010-08-19,33.9,11.7,54.5,0,14.2
2010-08-20,32.1,13.8,54.8,0,18.6
2010-08-21,25.9,11.9,66,0,26.4
2010-08-22,29.7,11.8,59.8,0,17.2
2010-08-23,35.9,14.5,42.8,0,13.6
2010-08-24,40.5,16.2,41.3,0,14.9
2010-08-25,41.7,20.3,38.6,0,15.6
2010-08-26,31.3,15.9,54,0,20.5
2010-08-27,28.9,13.6,60.7,0,22.5
2010-08-28,24.1,13.8,56.7,0,21.4
2010-08-29,26.9,11.8,58.5,0,20.8
2010-08-30,26.9,12.7,55,0,16.7
2010-08-31,32,11.8,57,0,21.5
2010-09-01,34.8,14.1,44.2,0,12.7
2010-09-02,37.7,16.2,42.1,0,9.1
2010-09-03,36.8,16.7,44.6,0,15.2
2010-09-04,33.9,15,49.1,0,11.7
2010-09-05,33.8,14,46.7,0,17.7
2010-09-06,34,14.5,28.6,0,18.2
2010-09-07,26.9,16.7,48.5,0,27.5
2010-09-08,21.9,13.9,66.7,0.133,28.7
2010-09-09,24.7,11.8,68,0,11.7
2010-09-10,29.5,10.7,56.2,0,12.4
2010-09-11,31.9,11.8,50.2,0,12.1
2010-09-12,32,12.1,52.2,0,15.1
2010-09-13,27,12.8,62.6,0,15.8
2010-09-14,28.9,10.7,59,0,13.6
2010-09-15,30.1,11.4,58.9,0,16.4
2010-09-16,30.6,13.1,61.4,0,13.9
2010-09-17,28.1,16.6,73.6,0,19.1
2010-09-18,26.3,16.2,71.2,0,24.6
2010-09-19,25,14.7,74.5,0.142,18.7
2010-09-20,28.6,14,66.6,0,14.8
2010-09-21,25.1,13.8,64.6,0,23.4
2010-09-22,24.2,11.7,62.4,0,18.2
2010-09-23,28,10.9,62.6,0,13.2
2010-09-24,31.8,11.1,56.1,0,14.3
2010-09-25,34,12.2,54.3,0,10.9
2010-09-26,36.5,12.9,50,0,17.8
2010-09-27,36.6,12.2,48.6,0,7.7
2010-09-28,38.7,16.9,44.1,0,10.9
2010-09-29,38.6,18.6,38.2,0,11.5
2010-09-30,33.1,16.8,45.2,0,16.2
2010-10-01,29.4,13.8,62.5,0,14.8
2010-10-02,31.8,14.8,54.2,0,14.1
2010-10-03,24.3,13.8,58.9,0,29
2010-10-04,20.9,12.9,68.6,0,18.5
2010-10-05,23.1,12,60.9,0,14.7
2010-10-06,24,13.1,61.3,0,17.1
2010-10-07,22.2,13,62,0,18.7
2010-10-08,24.9,9.2,61,0,9
2010-10-09,28.8,9.8,57.2,0,15.9
2010-10-10,29.9,12.8,58.7,0,10.6
2010-10-11,32.7,15.1,45.3,0,30.1
2010-10-12,32.6,15.4,31.3,0,16.2
2010-10-13,33,12,49.8,0,11.2
2010-10-14,33.1,13.7,53.8,0,7.7
2010-10-15,32.8,13.4,51.4,0,15.7
2010-10-16,25.3,13.7,48.4,0,20.9
2010-10-17,16.2,13.1,74,0.577,14.7
2010-10-18,22.8,10.9,74.8,0.025,9.5
2010-10-19,25.9,9.7,67.5,0,8.2
2010-10-20,24.1,11.9,67.2,0,23.7
2010-10-21,20.8,12.3,66.3,0,22.1
2010-10-22,19.1,12.1,79.8,0.244,14.2
2010-10-23,16.6,11.8,81.4,2.819,21.8
2010-10-24,16.9,13.8,88.2,13.061,29.7
2010-10-25,18.8,9,70.1,0,20.9
2010-10-26,19,7,62.3,0,22
2010-10-27,18.6,3,61.2,0,14.4
2010-10-28,20.5,9.8,66.8,0,20.3
2010-10-29,18,11.6,74.2,0,24.4
2010-10-30,16,12.7,82.7,0.356,18.4
2010-10-31,20.9,9.3,74.2,0,10.8
2010-11-01,23,8.9,74.5,0.025,12.4
2010-11-02,23.8,8.1,75.7,0,4.5
2010-11-03,26.6,10.8,73.6,0.025,8.8
2010-11-04,26.7,11.4,74,0,9.2
2010-11-05,24.3,11.7,73.9,0,13.5
2010-11-06,21.4,11,72.3,0,24.8
2010-11-07,14.3,9.2,88.7,6.08,25.2
2010-11-08,15.9,4.5,75.1,0,16.3
2010-11-09,15.8,3,77.1,0.234,16.2
2010-11-10,16.5,6.9,76.2,0.025,22.8
2010-11-11,18.7,5.9,62.6,0,21.3
2010-11-12,18,2.8,73.1,0,10.4
2010-11-13,19.3,4.2,59.6,0,25.2
2010-11-14,25.7,6.4,60.1,0,29.1
2010-11-15,26.4,8.7,60.4,0,23.5
2010-11-16,22.6,6.6,69.2,0,23.9
2010-11-17,20.7,3.2,70.5,0,8.5
2010-11-18,18.2,6.7,74.1,0,15.4
2010-11-19,13.8,7.7,86.3,6.898,20.4
2010-11-20,11.7,6.6,84.8,11.924,28.4
2010-11-21,12.7,5.9,72.2,0.09,19.7
2010-11-22,12.8,7,78.3,0.22,19.4
2010-11-23,13.7,2.3,69.7,0.906,26.9
2010-11-24,10.5,0.6,54,0,31.3
2010-11-25,10.6,-1.9,65.5,0,11.7
2010-11-26,11.7,-1.1,73.7,0,10.9
2010-11-27,8.9,5.9,86.9,3.451,23.2
2010-11-28,10.5,-0.1,83,0,14.8
2010-11-29,11.5,-1,72.9,0,8.9
2010-11-30,11.6,1.2,78.5,0,9.6
2010-12-01,13,0.9,79.3,0,10.8
2010-12-02,10.9,2.1,84.1,1.506,11.6
2010-12-03,10.8,8,90.4,1.103,17.1
2010-12-04,16.2,8.9,86.1,1.597,12.3
2010-12-05,14.1,8.1,91.3,11.622,16
2010-12-06,17.6,7.9,79.7,1.595,26.1
2010-12-07,15.8,5.8,86.5,0.024,9.4
2010-12-08,13.5,9.2,90.5,1.749,8.5
2010-12-09,17,10.8,91.2,0.313,8.4
2010-12-10,17,10.3,89.4,0,13.6
2010-12-11,15.8,10,95.5,0.024,6.2
2010-12-12,15.7,10,92.2,0,7.6
2010-12-13,13.7,12,90,0,8.6
2010-12-14,12.9,10.7,91.2,2.861,22
2010-12-15,12.8,4.1,88.3,0,13.9
2010-12-16,8.9,0.8,94.9,0.027,7.6
2010-12-17,12,6.7,96.3,6.52,21.8
2010-12-18,13.9,11.8,93.7,7.178,28
2010-12-19,13.8,8.8,89.4,12.097,34.8
2010-12-20,11,8,82.3,0.665,25.3
2010-12-21,12.9,6.8,84.8,0.171,21.2
2010-12-22,13.7,8.3,90.4,4.498,12
2010-12-23,12.9,6.1,90.5,0,8.2
2010-12-24,11.9,4.8,93.2,0.024,8.4
2010-12-25,10.1,8.8,94.2,8.248,17.5
2010-12-26,13.9,7.8,81.1,0.228,20
2010-12-27,11.6,4.3,93.2,0,16.1
2010-12-28,10.7,6.9,94.4,3.176,35.7
2010-12-29,12.7,4.8,67.1,1.638,37
2010-12-30,9.8,-0.8,65.8,0,13.2
2010-12-31,8.4,-1.8,72.7,0,8.1
