"datetime","tempmax","tempmin","humidity","precip","windspeed"
2014-04-11,24.4,9.8,73.6,0,16.1
2014-04-12,21.4,9,77,0,21.1
2014-04-13,27,9.9,63.7,0,23.4
2014-04-14,26,7.4,67.3,0,9.7
2014-04-15,26.9,10.9,64.7,0,12.8
2014-04-16,27.7,9.9,57.9,0,24.1
2014-04-17,27.2,11.4,62.9,0,26.2
2014-04-18,26.4,13.7,54.6,0,17.8
2014-04-19,24.3,10,64.2,0,24
2014-04-20,29.1,9.1,59,0,20.5
2014-04-21,23.3,13.2,46.9,0,22.2
2014-04-22,20.8,9.4,56,0,21.8
2014-04-23,22.8,5.2,56.1,0,16.2
2014-04-24,22.2,10.1,68.9,0,24.4
2014-04-25,14.3,9.8,87.7,10.272,16.8
2014-04-26,17,7.4,74.8,0,24.5
2014-04-27,19.1,9.2,70.4,0.29,20.5
2014-04-28,25,7.6,58.2,0,22.4
2014-04-29,31.7,11.8,43.6,0,16.3
2014-04-30,32.1,11.2,47.1,0,9
2014-05-01,33.1,12.8,48.8,0,13.1
2014-05-02,31,10.9,46.6,0,23.7
2014-05-03,23.5,12.6,64.9,0,29.4
2014-05-04,23.1,10.9,64.1,0,25.3
2014-05-05,21.9,11.7,61.7,0.829,25.2
2014-05-06,24.8,11.3,56.4,0,24.1
2014-05-07,24.3,8.9,60.4,0,26.6
2014-05-08,21,11.9,67.5,0,28.1
2014-05-09,23.3,13,65.6,0,23.1
2014-05-10,23.8,7.9,48.8,0,29.6
2014-05-11,27.9,11.6,33,0,36.6
2014-05-12,31.8,9.4,32.3,0,17.1
2014-05-13,33,11.8,40.5,0,9.4
2014-05-14,35.1,13.8,39,0,13.3
2014-05-15,35.7,15.4,33.3,0,18.5
2014-05-16,31.5,15.5,37,0,18.9
2014-05-17,26.4,14.1,56.1,0,17.9
2014-05-18,25.9,13.8,52.2,0,32.8
2014-05-19,23,12.1,59,0,36.3
2014-05-20,23.1,11.1,64.4,0,22.4
2014-05-21,29,11.6,59.7,0,22.1
2014-05-22,30.2,12.8,58.9,0,16.1
2014-05-23,31.4,12.2,59.3,0,15.7
2014-05-24,33.7,14.4,51.6,0,15.8
2014-05-25,34.4,13.9,48.5,0,20.5
2014-05-26,33.3,14.5,41.8,0,18.5
2014-05-27,30.9,14.3,44.6,0,17.9
2014-05-28,28,13.8,27.9,0,26.8
2014-05-29,30,15.2,26.9,0,23.6
2014-05-30,27.3,13,46.4,0,24.4
2014-05-31,29.8,10.6,56.2,0,14.8
2014-06-01,31.9,12.7,47.3,0,21
2014-06-02,26.4,13,55.5,0,28
2014-06-03,29.1,11,59.8,0,16.4
2014-06-04,33.6,11.2,51.6,0,19.5
2014-06-05,33.4,15,47.5,0,19.5
2014-06-06,32.4,13.2,52.8,0,17.4
2014-06-07,34.5,13.1,51.1,0,14.9
2014-06-08,39.3,16.8,38.1,0,24.4
2014-06-09,40.8,17.4,38.1,0,18.2
2014-06-10,39,16.5,45.8,0,25.7
2014-06-11,27.3,14.1,63.1,0,24.6
2014-06-12,27.3,12.6,60.7,0,28.3
2014-06-13,29.8,12.9,46.4,0,20.1
2014-06-14,29.8,15.5,39.8,0,22.7
2014-06-15,28,14,53.3,0,26.9
2014-06-16,24.3,13.1,55.6,0,24.3
2014-06-17,28.1,11.5,42.7,0,22.7
2014-06-18,32.9,14,32.7,0,20.9
2014-06-19,32.9,14,36.6,0,15.3
2014-06-20,34.1,14.5,43.2,0,21.8
2014-06-21,31,15.8,42.8,0,25.2
2014-06-22,32,13.1,54.4,0,21
2014-06-23,33.3,12.9,54.8,0,18.3
2014-06-24,32.2,15.8,45.4,0,22.3
2014-06-25,28.2,15.8,61.1,0,33.4
2014-06-26,26.4,16.1,61.4,0,18.9
2014-06-27,30.3,14.8,62.6,0,24.6
2014-06-28,32,14.8,56.5,0,20.3
2014-06-29,36.7,16,42.6,0,15.4
2014-06-30,40.3,17.1,40.2,0,20.8
2014-07-01,32.9,17.1,48.2,0,26.7
2014-07-02,32.3,13.8,59.9,0,18.8
2014-07-03,33.3,15.7,56.9,0,18.7
2014-07-04,34.1,15.9,48.3,0,24
2014-07-05,36,13.8,46.1,0,16.7
2014-07-06,36.8,14.3,40.5,0,19.7
2014-07-07,33.1,17,44.6,0,14.4
2014-07-08,34.3,18.9,47.5,0,18.7
2014-07-09,32.1,15.8,58.8,0,19.1
2014-07-10,29.5,15.9,62.8,0,24.5
2014-07-11,29.5,16.1,58.5,0,24.1
2014-07-12,32.2,14.9,59.9,0,21.9
2014-07-13,36.2,15,55.1,0,12.9
2014-07-14,39.3,18.6,42.4,0,26.5
2014-07-15,33.3,21.6,46.1,0,26.3
2014-07-16,29.5,18.3,59.7,0,26.7
2014-07-17,28.3,16.1,66.1,0,25.4
2014-07-18,29.2,15.7,63.2,0,23.2
2014-07-19,33.2,15.1,59.8,0,24.7
2014-07-20,26.3,16.9,63.9,0.238,22.8
2014-07-21,29.3,17.2,62.8,0,25.8
2014-07-22,29.4,16.9,63.8,0,27.6
2014-07-23,30.1,15.2,60.3,0,16
2014-07-24,35,16.5,47.7,0,19.6
2014-07-25,38.2,16.9,38.1,0,14.5
2014-07-26,38.1,19.5,36.5,0,14
2014-07-27,37.2,21.8,38,0,13.7
2014-07-28,34.8,16.9,47.1,0,24.8
2014-07-29,36.2,16.9,41.6,0,18.2
2014-07-30,37,18.1,47.8,0,13.1
2014-07-31,37.4,18,48,0,15.1
2014-08-01,39.6,18.8,42.8,0,16.4
2014-08-02,33.6,17.2,51.6,0,22.1
2014-08-03,27.9,14.1,66.1,0,20.1
2014-08-04,26.5,15.1,66.6,0,17.7
2014-08-05,23.9,19.4,73.6,0,14.8
2014-08-06,33.7,21,60.5,0.183,19.5
2014-08-07,33.3,17.7,56.2,0,16
2014-08-08,33.2,16.1,56.1,0,18.6
2014-08-09,30.1,15.9,56.7,0,23
2014-08-10,29.4,13.7,63.5,0,17.7
2014-08-11,35.1,14.9,54.6,0,20.1
2014-08-12,29.3,16,57.4,0,26.7
2014-08-13,30.3,14.1,62.3,0,21.7
2014-08-14,32.1,16.6,54.6,0,17.8
2014-08-15,34,16.7,50,0,17.3
2014-08-16,34.3,15.8,49.6,0,17.9
2014-08-17,33.3,13.9,52.7,0,17.6
2014-08-18,31,14.1,64,0,18.4
2014-08-19,28.3,14.8,69,0,21.5
2014-08-20,25.3,15.8,69.3,0,27.9
2014-08-21,31.7,14.8,62.2,0,14.6
2014-08-22,29.4,16.8,61.2,0,20.5
2014-08-23,32,13.3,61.4,0,17.1
2014-08-24,32.1,15.7,56,0,23.5
2014-08-25,28.2,15.7,62.3,0,24.5
2014-08-26,31.8,15,56.8,0,17
2014-08-27,34.7,17,49.9,0,14.5
2014-08-28,35.8,17,49.6,0,15.9
2014-08-29,31.9,15.9,59.5,0,14
2014-08-30,35.1,17.4,46,0,17.4
2014-08-31,34.1,16.7,48.5,0,15.7
2014-09-01,37.7,16.7,43.9,0,13.1
2014-09-02,31.9,16.9,51.2,0,21.4
2014-09-03,34.7,13.7,61,0,14.4
2014-09-04,34.9,13.9,54.6,0,15.3
2014-09-05,32.1,14.8,59.9,0,16.4
2014-09-06,33.1,15,54.2,0,14.9
2014-09-07,32.1,14.2,50.6,0,19.3
2014-09-08,27.4,13,59.3,0,20.1
2014-09-09,30.7,12.4,58.2,0,16.7
2014-09-10,35,13.2,49.1,0,7.9
2014-09-11,36.7,15.6,42.9,0,7.6
2014-09-12,38.7,16.7,39.1,0,8.8
2014-09-13,38.7,17.2,42.5,0,11.4
2014-09-14,35.7,16.8,48.1,0,17.6
2014-09-15,32.7,18.1,45.6,0,26.4
2014-09-16,32.5,14.9,51.3,0,18.4
2014-09-17,31,16.7,51.8,0,24.8
2014-09-18,28,20,63.9,0,19.4
2014-09-19,30.9,15.7,64.6,0,17.8
2014-09-20,30.3,16.4,63.9,0,24.5
2014-09-21,27,17,62.8,0,16.3
2014-09-22,30.8,15.3,63.5,0,14
2014-09-23,31.2,16,57.8,0,16.7
2014-09-24,29.1,17,70.8,0,21.2
2014-09-25,22.7,15,76,8.664,18
2014-09-26,24.8,13.6,71.3,0,18.8
2014-09-27,26,13.8,65.4,2.225,15.4
2014-09-28,23.5,14.9,65.1,0,12
2014-09-29,26.9,11.7,63.6,0,12.8
2014-09-30,28.1,15.4,58.1,0,14.2
2014-10-01,30.6,16.9,29.9,0,33.9
2014-10-02,31.5,10.8,41.1,0,9
2014-10-03,34.7,12.7,41.2,0,9
2014-10-04,35.5,12.7,42.8,0,7.6
2014-10-05,35.6,13.6,43,0,6.5
2014-10-06,34.8,13.9,42.8,0,7.6
2014-10-07,34.8,13.6,47.7,0,13
2014-10-08,35.6,12.7,49.9,0,12.9
2014-10-09,31.1,13.6,53.5,0,16.7
2014-10-10,29.3,12.7,60.1,0,10.5
2014-10-11,31,13.9,59.8,0,7.5
2014-10-12,32.7,16.2,29.3,0,39.2
2014-10-13,31.7,11.7,37,0,15.2
2014-10-14,22.4,14.2,65.5,0,29.6
2014-10-15,22,16,68.8,3.448,16
2014-10-16,23.1,11.8,64,0,13.9
2014-10-17,23.1,12.2,64.1,0,11.2
2014-10-18,26.9,12.4,63.1,0,11.7
2014-10-19,27,11.4,65.4,0,14.6
2014-10-20,22.2,14.1,68.9,0,20.9
2014-10-21,22.7,8.6,64.6,0,21.8
2014-10-22,23.9,8.8,58.5,0,8.4
2014-10-23,24.6,14.8,67.1,0,17.1
2014-10-24,24.1,10.3,74.4,0.014,17.7
2014-10-25,21.9,15,73.3,2.916,26.3
2014-10-26,21.9,8.8,62.9,0,28.2
2014-10-27,22,6.9,55.2,0,11.3
2014-10-28,24.7,6.7,61.9,0,6.4
2014-10-29,26.9,9.1,61.8,0,8.3
2014-10-30,26.4,11.5,61.6,0,21.2
2014-10-31,17.8,13.8,84.6,5.263,16.4
2014-11-01,18.9,10.9,73.6,2.803,16.5
2014-11-02,20.6,7.1,66.8,0,25.1
2014-11-03,19.8,5.3,64.5,0,9.2
2014-11-04,21.6,6.1,67.3,0,11.3
2014-11-05,22.9,6.9,68.2,0,8.7
2014-11-06,24,9,68.6,0,8.9
2014-11-07,24.8,8.7,72,0,13.1
2014-11-08,24,8.8,71.1,0,7.6
2014-11-09,25.5,8.7,72.2,0,6.1
2014-11-10,24.8,8.7,72.6,0,10.3
2014-11-11,18.1,11.4,70.6,0,18.5
2014-11-12,18,8.1,66.5,0,10.1
2014-11-13,16.8,12.7,90.3,6.609,13.6
2014-11-14,18.3,11.3,86.6,0,7.1
2014-11-15,17.9,8.6,87.3,0,9.4
2014-11-16,16.8,7.8,56.6,0,24.6
2014-11-17,18.1,4.8,59.9,0,11.3
2014-11-18,17.5,2.9,67,0,10.8
2014-11-19,13.5,8.1,86.6,3.364,12.9
2014-11-20,13,10.8,91.7,4.342,21.4
2014-11-21,13,10.8,88.7,0,14.8
2014-11-22,15.9,9.1,89,2.315,25.3
2014-11-23,15.6,6.6,79.3,0,17.6
2014-11-24,17.9,3.8,76,0,7.3
2014-11-25,18.7,4.7,76.2,0,9
2014-11-26,19,3.6,78.7,0,1.1
2014-11-27,20.5,7,79.4,0,4.5
2014-11-28,18.1,3.1,83.9,3.948,12.2
2014-11-29,15.8,11.6,80.9,5.227,16.5
2014-11-30,13.8,11,91.1,4.641,12.7
2014-12-01,17.6,11,86.5,0.612,14.4
2014-12-02,14.5,11.6,91.7,18.449,19
2014-12-03,17.9,13.9,86.6,53.685,32.1
2014-12-04,19.8,12.8,85.1,0.971,11.5
2014-12-05,18.8,12.9,82.7,1.602,16.4
2014-12-06,19.1,12.9,85.8,2.443,13
2014-12-07,16.7,10.8,91.9,0,9.4
2014-12-08,16.7,10.2,88.9,0.054,6.2
2014-12-09,15.4,10,92.8,0,11.6
2014-12-10,14.2,11.6,87,0,23.2
2014-12-11,16.6,10.5,81.8,56.737,35.8
2014-12-12,11.7,8.5,88.5,16.544,10.7
2014-12-13,13.1,7.2,87.9,0,12.6
2014-12-14,11.6,7.7,89.5,0,10.8
2014-12-15,13.1,9.3,81.2,14.024,31.7
2014-12-16,16.1,9.9,77.7,21.303,27.5
2014-12-17,13.8,9.3,85.1,1.986,16.1
2014-12-18,15.5,9.4,81.8,0,12.7
2014-12-19,12.6,11,86.7,18.836,16.9
2014-12-20,14.2,11.6,88.4,2.361,13.7
2014-12-21,18.3,13.7,86.1,0.352,12.2
2014-12-22,16.5,9.9,88.2,0,16.6
2014-12-23,17.1,7.6,89.1,0.026,6.3
2014-12-24,14.9,8,81,0.222,25.6
2014-12-25,13.7,6.4,57.6,0,31.5
2014-12-26,13.7,4.9,55.9,0,31.3
2014-12-27,12,1,76.1,0,9.4
2014-12-28,13.1,2.4,76.7,0,7.7
2014-12-29,9.2,3.5,80.6,0,8
2014-12-30,13,2.8,47.6,0,42.3
2014-12-31,12.6,2.2,40.6,0,33.6
