"datetime","tempmax","tempmin","humidity","precip","windspeed"
2020-02-15,18.3,3.9,74.4,0,8.2
2020-02-16,19.2,8.6,63.5,0,12.6
2020-02-17,21.4,7.6,44.2,0,32.5
2020-02-18,18.6,7.2,42.5,0,13.9
2020-02-19,18.9,3.8,59.7,0,10.3
2020-02-20,19.3,4.9,59.9,0,13.9
2020-02-21,22.7,5.7,52.4,0,16.6
2020-02-22,21.1,5.9,61.4,0,19.6
2020-02-23,17,6.9,76,0,15.4
2020-02-24,23.3,6.6,54.5,0,29.7
2020-02-25,23.6,7.4,40.5,0,21.3
2020-02-26,23.8,5.8,59.8,0,7.9
2020-02-27,24.3,6.1,60.1,0,4.4
2020-02-28,22.9,7.2,62.8,0,14.3
2020-02-29,18.4,8.3,63.9,0,22.9
2020-03-01,16.1,7.4,50,0,35.4
2020-03-02,22.2,9,27.8,0,43.9
2020-03-03,24.5,5.1,50.8,0,11.4
2020-03-04,24.9,6.1,57.4,0,7.2
2020-03-05,20.7,9.5,71,0,19.3
2020-03-06,16.3,8.8,74.2,0,23.4
2020-03-07,13.3,9.3,79.6,2.294,17
2020-03-08,14.3,7,74.4,0,14.4
2020-03-09,18.9,8.5,61.9,0,13.3
2020-03-10,24.2,7.5,56.4,0,25.6
2020-03-11,22.6,8.9,61.2,0,16.1
2020-03-12,27.7,8.5,56.1,0,18.9
2020-03-13,19.5,7.2,69.4,0,38.9
2020-03-14,11.2,8.9,80,4.724,25.6
2020-03-15,11.7,7.8,80.1,9.186,20.6
2020-03-16,8.3,4.5,85.4,17.293,14.6
2020-03-17,12.7,2.9,76.9,0,11.6
2020-03-18,11.7,7.5,80.1,1.374,11.2
2020-03-19,15.6,2,75.6,0,9.6
2020-03-20,18,4.2,67.1,0,10.2
2020-03-21,18.3,4.8,71.1,0,13.9
2020-03-22,20.5,5.4,67.5,0,14.1
2020-03-23,15.8,9.4,72.4,0,31.9
2020-03-24,14.1,6.9,73.1,0.406,27
2020-03-25,14.1,4.7,68.6,0.026,21.3
2020-03-26,15.9,2.2,65.4,0,15.2
2020-03-27,16.2,2.8,66,0,24.4
2020-03-28,13.3,8.3,81.5,2.931,14.8
2020-03-29,17.2,9.1,76,0.539,15
2020-03-30,18.7,9.9,71.6,0,17.3
2020-03-31,21.6,9.6,74.7,0,18
2020-04-01,18.8,6.1,55.5,0,19
2020-04-02,20,7,37.2,0,27
2020-04-03,20,4.2,58.6,0,18.9
2020-04-04,13.4,7.8,83.5,16.402,21.9
2020-04-05,13.2,8.3,86.1,17.778,26
2020-04-06,13.7,3.8,80.5,2.771,14
2020-04-07,18.7,6.5,73.1,0,11.6
2020-04-08,16.7,7.9,78.7,0,16.7
2020-04-09,17.1,10.7,74.6,0.238,20.5
2020-04-10,21.3,7.9,71.8,0,21.5
2020-04-11,19.3,9.3,79.6,0,20.8
2020-04-12,22.8,10.7,77.5,0,16.2
2020-04-13,25.1,9.1,58.1,0,19.8
2020-04-14,26.7,10.4,32.6,0,21.5
2020-04-15,26.2,7.8,50.6,0,16
2020-04-16,27,10.8,64.1,0,26.7
2020-04-17,20.2,10.4,72.4,0,25.4
2020-04-18,19.6,10.9,63.7,0,26.2
2020-04-19,20,9.9,64.6,0,17.7
2020-04-20,20,11.3,64.7,0,16.8
2020-04-21,25.6,8.3,65.1,0,20.9
2020-04-22,27.8,11.1,62,0,15.2
2020-04-23,30.5,12.9,54.5,0,24.2
2020-04-24,33.5,13.7,38.7,0,19.4
2020-04-25,32,14,51.1,0,15.2
2020-04-26,29.3,12.9,55.3,0,22.8
2020-04-27,30.8,11.1,45.9,0,17.3
2020-04-28,32.7,13.7,54.9,0,18.8
2020-04-29,26.4,15.1,64.4,0,22.5
2020-04-30,29.2,12.4,51.3,0,27.2
2020-05-01,28.2,10.6,41.6,0,24.3
2020-05-02,23.8,12.2,66.3,0,22
2020-05-03,25.6,9.8,53.5,0,22.2
2020-05-04,29,8.1,45.2,0,13.8
2020-05-05,29.3,11.1,44.2,0,28.4
2020-05-06,29.8,9.5,42.3,0,34.7
2020-05-07,33.7,12.1,26.3,0,17.4
2020-05-08,35.1,11.9,41.4,0,13.5
2020-05-09,33,14.6,44.7,0,21.1
2020-05-10,24.9,11.6,64,0,27.6
2020-05-11,24.7,11.9,63.6,0.813,28.2
2020-05-12,21.3,12.6,69.8,1.172,29.6
2020-05-13,20.5,10.5,71,0,18.7
2020-05-14,21.7,12.1,70.1,0,18
2020-05-15,26.2,10.5,61.3,0,17.5
2020-05-16,26.8,14.3,52.3,0,32.2
2020-05-17,23.8,15.8,69.1,2.488,30.3
2020-05-18,22.1,12.3,64.5,3.747,29.9
2020-05-19,22.9,9.3,65.1,0,23.9
2020-05-20,24.8,11.9,60.2,0,12.8
2020-05-21,28.8,10.9,55.6,0,18.4
2020-05-22,26.5,11.8,43.2,0,32.1
2020-05-23,29.8,13.1,31.8,0,26
2020-05-24,33.9,11.4,43.3,0,14.3
2020-05-25,37,14.6,39.9,0,14.1
2020-05-26,38.7,18.4,40.2,0,12
2020-05-27,38.7,20.1,42.5,0,18.1
2020-05-28,37.9,17.8,42.7,0,19.6
2020-05-29,29.3,15,61.2,0,35.5
2020-05-30,26.1,16.3,59.6,0,22.8
2020-05-31,26,14.1,63.5,0,17
2020-06-01,29.8,15.8,52.1,0,12.1
2020-06-02,35.9,15.5,47.1,0,12.6
2020-06-03,38.3,17.6,39.8,0,13.4
2020-06-04,37.6,17,39.4,0,19.4
2020-06-05,25.3,14,55.2,0,37
2020-06-06,25.4,12.3,51.4,0,32.8
2020-06-07,23.5,10.7,41.3,0,12.7
2020-06-08,28.3,12.6,34.8,0,29.2
2020-06-09,32.8,11.4,39.3,0,14.9
2020-06-10,35.5,15,43.1,0,17.8
2020-06-11,34.7,16.5,49.4,0,24.5
2020-06-12,23.6,14.6,58.1,0,25.9
2020-06-13,25.3,13.3,56,0,17.3
2020-06-14,29.7,12.2,51.6,0,16
2020-06-15,30,16.7,54.9,0,29.4
2020-06-16,27.8,11.8,50.6,0,17.3
2020-06-17,31.6,15,35.7,0,33.2
2020-06-18,35.4,13.9,35.5,0,18
2020-06-19,35.5,17.5,40.9,0,18.7
2020-06-20,32.2,14.5,58.5,0,17.7
2020-06-21,35.4,16.2,54.4,0,21.7
2020-06-22,37.2,15.7,53.4,0,20.8
2020-06-23,35.8,16.3,54.2,0,23.5
2020-06-24,36.3,15.2,55.6,0,18.4
2020-06-25,37.3,17,51.7,0,18.2
2020-06-26,37.5,16.9,53,0,20.5
2020-06-27,30.5,16.3,58.8,0,27.7
2020-06-28,27.3,14.3,56.2,0,22.9
2020-06-29,31.4,15.2,35.2,0,31.1
2020-06-30,34.1,15.3,40,0,17.7
2020-07-01,34.2,15.6,49,0,23.8
2020-07-02,30.7,13.3,56.8,0,25.2
2020-07-03,30.3,12.8,55.8,0,17.7
2020-07-04,35.9,15.1,42.3,0,13.7
2020-07-05,36.4,16.1,39.5,0,19.7
2020-07-06,32,16.2,43.5,0,27.1
2020-07-07,33,13.6,45.7,0,16.9
2020-07-08,35.5,15.5,44.6,0,22.6
2020-07-09,36.5,15.1,45.8,0,17
2020-07-10,37.2,17.7,39,0,18.2
2020-07-11,39.2,17.9,35,0,16.4
2020-07-12,39.1,17.6,35.1,0,14.7
2020-07-13,33.6,17.7,49.8,0,21.9
2020-07-14,32.8,13.9,57.1,0,21
2020-07-15,34,14.5,57.4,0,22.2
2020-07-16,32,15.1,56.7,0,23.1
2020-07-17,32.4,14.4,55.2,0,23.9
2020-07-18,36.5,16.1,51,0,17.1
2020-07-19,33,15.7,53.3,0,23.4
2020-07-20,29.7,13.9,60.5,0,23.9
2020-07-21,30.3,14.1,62.8,0,18.2
2020-07-22,30.3,13.9,62.3,0,22.2
2020-07-23,32.9,13.9,60.3,0,19.1
2020-07-24,32.3,15.6,57.7,0,20.5
2020-07-25,34.3,13.9,54.2,0,22
2020-07-26,35.7,15.7,50.2,0,21.9
2020-07-27,35.2,16.4,47.2,0,18.6
2020-07-28,36.6,14.6,53,0,15.9
2020-07-29,35.9,15,50.8,0,17.6
2020-07-30,35.1,14.4,51.3,0,18.2
2020-07-31,34.5,13.9,52.6,0,17.5
2020-08-01,35,15.1,51.1,0,16.9
2020-08-02,35.1,15.5,50.9,0,18.4
2020-08-03,36.1,16.8,46.7,0,19.8
2020-08-04,33,16.1,58.8,0,22.6
2020-08-05,25.5,15.6,67.6,0,26.6
2020-08-06,30.8,14.2,64.5,0,20.8
2020-08-07,32.9,15.2,54.1,0,18.4
2020-08-08,34.6,16.7,52,0,18.4
2020-08-09,36.8,18,45.9,0,20.5
2020-08-10,35.8,18,47,0,22.6
2020-08-11,30.3,16.2,60.5,0,23
2020-08-12,36.2,14.4,54.9,0,13.9
2020-08-13,37.8,18.9,34.4,0,15
2020-08-14,40.5,22.3,32,0,16.3
2020-08-15,42.2,22.7,34.8,0,14
2020-08-16,43,25.9,33.6,0.009,26
2020-08-17,39.9,23,46.2,0.397,32.2
2020-08-18,40.4,22.8,43.1,0,17.5
2020-08-19,37.7,21.5,33.9,0,11.4
2020-08-20,31,17.8,43.3,0,10.8
2020-08-21,33.4,17,58.1,0,11.6
2020-08-22,36,18.5,52.2,0,13.1
2020-08-23,36.1,19,42.9,0,21.5
2020-08-24,33.6,21.8,47.2,0,16.1
2020-08-25,33.1,18.1,47.3,0,17.5
2020-08-26,31.9,16.8,55,0,17.5
2020-08-27,33.3,13.4,57.1,0,15.2
2020-08-28,33.6,15.6,56,0,15.7
2020-08-29,32.4,15.8,54.6,0,17.2
2020-08-30,33.7,14.3,56.2,0,16.2
2020-08-31,34.5,14.6,53.4,0,15.8
2020-09-01,31.1,15.1,60.6,0,22.4
2020-09-02,29.2,15.1,64.7,0,16.7
2020-09-03,32.4,14.4,62.4,0,17
2020-09-04,34.3,14.4,54.3,0,9.7
2020-09-05,37.8,16.3,45.9,0,9.9
2020-09-06,42.5,22.4,44.6,0,14.1
2020-09-07,40.1,21.8,45.8,0,8.9
2020-09-08,33.7,23,27.2,0,38.3
2020-09-09,26.8,17.9,39.4,0,14.3
2020-09-10,27.2,14.3,64,0,11.4
2020-09-11,29.3,13.2,62.5,0,11.1
2020-09-12,32,13.3,58.7,0,7.5
2020-09-13,31.1,15,60.2,0,14.5
2020-09-14,30.7,13.8,60.1,0,14.3
2020-09-15,31.7,14,57.8,0,12
2020-09-16,32.2,15.4,60.6,0,13.2
2020-09-17,31.8,16.4,66.3,0,22.3
2020-09-18,28,16.3,65.3,0,18.2
2020-09-19,30.5,14.1,64,0,16.4
2020-09-20,31.6,13.3,54.7,0,9.4
2020-09-21,32.3,14.3,51.3,0,15.2
2020-09-22,31.7,16.6,53,0,17.6
2020-09-23,31.8,13.9,51.1,0,20.5
2020-09-24,31.7,15.7,61.1,0,21.9
2020-09-25,29.9,14.2,55.2,0,14.3
2020-09-26,31.7,14.3,52,0,22.3
2020-09-27,35.6,20.6,32.9,0,27.7
2020-09-28,37.6,19.7,27,0,19.7
2020-09-29,34.8,15.9,45.6,0,7.9
2020-09-30,38.2,15.2,47,0,18.3
2020-10-01,34.8,15.5,47.7,0,7.7
2020-10-02,33.7,16.2,52.3,0,11.3
2020-10-03,33.8,14.9,57.2,0,8.6
2020-10-04,33.3,13.7,49.3,0,7.6
2020-10-05,35,11.9,47.9,0,11.5
2020-10-06,33.4,12.3,47.2,0,9.4
2020-10-07,29.5,13.3,55.5,0,13.7
2020-10-08,23.3,13.7,68.9,0,18
2020-10-09,23.4,12.2,70.6,0,12.6
2020-10-10,26.1,14.3,73.6,0,22.3
2020-10-11,28.3,12.7,55.6,0,27.4
2020-10-12,31.1,10.5,47.9,0,14.4
2020-10-13,32.8,11.2,49.8,0,11.6
2020-10-14,34.3,16.5,38.1,0,33.1
2020-10-15,33.9,16.5,25.7,0,24.6
2020-10-16,34.9,13.4,35.9,0,16.2
2020-10-17,33.3,11.7,43.5,0,9
2020-10-18,33.2,12.7,42.8,0,10.4
2020-10-19,31.7,12.1,52.4,0,13.5
2020-10-20,31.2,11.5,52.5,0,10.2
2020-10-21,31.1,11.6,50.2,0,10.6
2020-10-22,26.6,13.5,32.4,0,29.9
2020-10-23,26.1,9.3,35.6,0,16.6
2020-10-24,21.9,10.2,68.8,0,18
2020-10-25,21.1,10.4,54,0,38.5
2020-10-26,23.3,9.3,14,0,34.5
2020-10-27,23.5,7.6,32.8,0,17.4
2020-10-28,24.3,4.9,48.2,0,7.7
2020-10-29,25,5.9,54.7,0,5.8
2020-10-30,26.1,5.7,54.5,0,10.8
2020-10-31,26.7,6.1,54.7,0,10.4
2020-11-01,26.7,6.7,54.8,0,9.7
2020-11-02,28.3,6.9,56.4,0,7.9
2020-11-03,25.5,7.7,53.3,0,11
2020-11-04,26.2,6.6,59.4,0,10.9
2020-11-05,26.7,8,54.9,0,11.9
2020-11-06,18.6,8.6,53.2,0,22
2020-11-07,16.1,8.3,62.4,0,15.4
2020-11-08,15,6.1,46.3,0,27.1
2020-11-09,14.1,1.5,46.2,0,15.1
2020-11-10,16.6,-0.1,51.6,0,8.6
2020-11-11,14.8,4.3,57.9,0,12.3
2020-11-12,17.1,-0.2,64.7,0,10.6
2020-11-13,14.7,8.6,70.2,1.131,18.6
2020-11-14,16.1,6.3,82.4,0,15.8
2020-11-15,20.9,3.8,70.1,0,9.4
2020-11-16,19.9,5.3,67.8,0,8.2
2020-11-17,17.8,7.7,79.6,6.834,21.3
2020-11-18,17.8,10,83.9,5.684,22
2020-11-19,17.1,5.8,78,0,21.3
2020-11-20,17.8,3.4,62.9,0,14.9
2020-11-21,16.7,1.3,69.3,0,10.8
2020-11-22,16.6,1,70.7,0,7.7
2020-11-23,18.3,3.3,71.3,0,14.2
2020-11-24,17.2,2.8,65.3,0,10.4
2020-11-25,16.7,5.4,64.4,0,22.7
2020-11-26,17.7,7.1,40.7,0,38
2020-11-27,15.7,0.3,58,0,10.7
2020-11-28,17.1,0.7,63,0,14.7
2020-11-29,17.1,0.1,66.8,0,7.3
2020-11-30,17.8,0.7,67.7,0,9.8
2020-12-01,17.1,1.4,65.7,0,9.6
2020-12-02,18.3,1.3,67.9,0,5.7
2020-12-03,18.3,2.8,64,0,9.1
2020-12-04,18.8,2.9,62.9,0,6.4
2020-12-05,17.6,2.7,63.2,0,20
2020-12-06,17.3,4.3,62.8,0,16.9
2020-12-07,22.8,10.6,36.9,0,28.4
2020-12-08,18.3,1.7,57.4,0,12.6
2020-12-09,18.2,2.9,60.9,0,19.1
2020-12-10,18.9,1.8,56.7,0,12.5
2020-12-11,12.7,2.1,75.4,4.978,14.9
2020-12-12,12.3,6.4,87.9,1.079,19.3
2020-12-13,11.7,6.4,90,17.116,26.5
2020-12-14,13.5,3.5,84.4,0,19.9
2020-12-15,12.8,2.1,81.2,0,10.4
2020-12-16,12.1,2.9,83.4,0,13.8
2020-12-17,14.2,7.7,81.6,7.522,21.7
2020-12-18,13.8,3.4,68.9,0,14.8
2020-12-19,13.6,0.7,82.6,0,13.3
2020-12-20,12.7,0.6,87.7,0,5.9
2020-12-21,8.8,2.1,93.2,0,11.8
2020-12-22,15,4,70.9,0,23.1
2020-12-23,10.3,0.4,79.7,0,15.9
2020-12-24,11.6,2.7,85.5,0,8.5
2020-12-25,13,4.9,74.8,2.313,18.5
2020-12-26,15,6,78.1,0.049,17.4
2020-12-27,13.6,4.3,78,0,12.5
2020-12-28,12.7,4.6,81.5,1.581,10.4
2020-12-29,15.2,2.2,63.9,0,15.8
2020-12-30,13.4,1.6,76.3,1.056,18
2020-12-31,15.5,6.6,72.6,0,31.4
