datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
2014-07-20,1405839600,26.3,16.9,20.9,26.3,16.9,20.9,13.6,63.9,0.238,100.0,4.17,['rain'],0.0,0.0,37.1,22.8,195.1,1012.2,23.6,16.0,243.1,20.9,9.0,05:57:44,1405861064,20:26:31,1405913191,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-21,1405926000,29.3,17.2,22.2,28.6,17.2,22.2,14.3,62.8,0.0,0.0,0.0,,0.0,0.0,37.1,25.8,202.5,1014.6,24.9,16.0,334.5,29.1,10.0,05:58:31,1405947511,20:25:49,1405999549,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-22,1406012400,29.4,16.9,21.7,28.7,16.9,21.6,13.8,63.8,0.0,0.0,0.0,,0.0,0.0,40.7,27.6,203.7,1016.0,10.1,16.0,303.6,26.2,10.0,05:59:19,1406033959,20:25:05,1406085905,0.86,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-23,1406098800,30.1,15.2,22.2,29.3,15.2,22.0,13.2,60.3,0.0,0.0,0.0,,0.0,0.0,,16.0,201.9,1017.8,2.3,16.0,348.8,29.9,10.0,06:00:08,1406120408,20:24:19,1406172259,0.89,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-24,1406185200,35.0,16.5,25.8,32.9,16.5,25.0,11.4,47.7,0.0,0.0,0.0,,0.0,0.0,31.3,19.6,313.1,1012.7,1.3,16.0,350.1,30.2,10.0,06:00:57,1406206857,20:23:32,1406258612,0.93,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-25,1406271600,38.2,16.9,27.7,35.2,16.9,26.6,8.9,38.1,0.0,0.0,0.0,,0.0,0.0,,14.5,275.2,1009.5,1.0,16.0,356.0,30.6,10.0,06:01:47,1406293307,20:22:43,1406344963,0.96,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-26,1406358000,38.1,19.5,27.9,35.5,19.5,27.1,9.7,36.5,0.0,0.0,0.0,,0.0,0.0,,14.0,205.7,1010.9,3.2,15.9,342.0,29.5,10.0,06:02:37,1406379757,20:21:52,1406431312,0.0,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-27,1406444400,37.2,21.8,27.6,35.0,21.8,27.0,10.8,38.0,0.0,0.0,0.0,,0.0,0.0,,13.7,213.8,1012.2,15.0,16.0,332.1,28.8,10.0,06:03:27,1406466207,20:21:00,1406517660,0.03,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-28,1406530800,34.8,16.9,24.5,32.4,16.9,24.0,11.1,47.1,0.0,0.0,0.0,,0.0,0.0,32.8,24.8,192.3,1014.1,10.7,16.0,257.0,22.4,8.0,06:04:18,1406552658,20:20:06,1406604006,0.06,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-29,1406617200,36.2,16.9,26.2,34.6,16.9,25.6,10.8,41.6,0.0,0.0,0.0,,0.0,0.0,27.7,18.2,203.1,1014.4,9.8,16.0,286.1,24.8,9.0,06:05:09,1406639109,20:19:11,1406690351,0.1,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-30,1406703600,37.0,18.1,26.4,35.5,18.1,25.9,13.0,47.8,0.0,0.0,0.0,,0.0,0.0,,13.1,203.0,1012.7,8.9,16.0,292.8,25.4,8.0,06:06:00,1406725560,20:18:14,1406776694,0.13,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-07-31,1406790000,37.4,18.0,26.3,35.9,18.0,25.9,13.1,48.0,0.0,0.0,0.0,,0.0,0.0,,15.1,189.1,1011.2,5.8,16.0,333.5,29.0,10.0,06:06:52,1406812012,20:17:16,1406863036,0.16,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-01,1406876400,39.6,18.8,28.1,38.3,18.8,27.6,12.3,42.8,0.0,0.0,0.0,,0.0,0.0,,16.4,213.5,1009.6,4.4,15.9,337.6,29.2,10.0,06:07:44,1406898464,20:16:16,1406949376,0.2,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-02,1406962800,33.6,17.2,24.5,32.6,17.2,24.2,13.0,51.6,0.0,0.0,0.0,,0.0,0.0,31.3,22.1,192.9,1010.2,4.8,16.0,335.6,28.9,10.0,06:08:36,1406984916,20:15:15,1407035715,0.23,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-03,1407049200,27.9,14.1,20.5,27.9,14.1,20.5,13.3,66.1,0.0,0.0,0.0,,0.0,0.0,38.9,20.1,196.0,1011.7,12.6,16.0,216.7,18.7,6.0,06:09:29,1407071369,20:14:12,1407122052,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-04,1407135600,26.5,15.1,20.3,26.5,15.1,20.3,13.4,66.6,0.0,0.0,0.0,,0.0,0.0,,17.7,200.3,1013.1,32.4,16.0,134.9,11.7,4.0,06:10:22,1407157822,20:13:08,1407208388,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-05,1407222000,23.9,19.4,21.7,23.9,19.4,21.7,16.8,73.6,0.0,0.0,0.0,,0.0,0.0,,14.8,296.0,1015.6,75.6,16.0,247.7,21.6,7.0,06:11:14,1407244274,20:12:03,1407294723,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-06,1407308400,33.7,21.0,26.0,33.6,21.0,26.0,16.9,60.5,0.183,100.0,8.33,['rain'],0.0,0.0,33.5,19.5,270.5,1014.2,24.9,14.8,248.0,21.5,9.0,06:12:07,1407330727,20:10:56,1407381056,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-07,1407394800,33.3,17.7,24.4,33.3,17.7,24.3,14.4,56.2,0.0,0.0,0.0,,0.0,0.0,27.7,16.0,191.7,1011.4,1.2,16.0,302.6,25.9,9.0,06:13:01,1407417181,20:09:48,1407467388,0.4,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-08,1407481200,33.2,16.1,23.7,32.8,16.1,23.5,13.5,56.1,0.0,0.0,0.0,,0.0,0.0,,18.6,194.7,1010.2,5.2,15.9,317.9,27.6,10.0,06:13:54,1407503634,20:08:39,1407553719,0.43,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-09,1407567600,30.1,15.9,21.8,29.3,15.9,21.6,12.2,56.7,0.0,0.0,0.0,,0.0,0.0,40.7,23.0,196.0,1011.1,0.0,15.9,329.2,28.5,10.0,06:14:47,1407590087,20:07:28,1407640048,0.47,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-10,1407654000,29.4,13.7,20.5,28.5,13.7,20.3,12.3,63.5,0.0,0.0,0.0,,0.0,0.0,35.3,17.7,206.4,1013.0,9.2,16.0,308.4,26.7,9.0,06:15:41,1407676541,20:06:17,1407726377,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-11,1407740400,35.1,14.9,23.4,33.1,14.9,22.9,11.9,54.6,0.0,0.0,0.0,,0.0,0.0,29.5,20.1,206.5,1011.6,6.4,16.0,319.0,27.4,10.0,06:16:34,1407762994,20:05:04,1407812704,0.53,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-12,1407826800,29.3,16.0,21.5,28.1,16.0,21.3,11.9,57.4,0.0,0.0,0.0,,0.0,0.0,37.1,26.7,201.0,1012.3,14.0,16.0,283.7,24.5,9.0,06:17:28,1407849448,20:03:50,1407899030,0.57,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-13,1407913200,30.3,14.1,21.4,29.6,14.1,21.3,12.9,62.3,0.0,0.0,0.0,,0.0,0.0,33.5,21.7,192.6,1012.5,27.8,16.0,319.1,27.6,9.0,06:18:21,1407935901,20:02:35,1407985355,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-14,1407999600,32.1,16.6,23.3,30.4,16.6,22.9,12.2,54.6,0.0,0.0,0.0,,0.0,0.0,25.9,17.8,196.5,1012.0,2.5,16.0,318.8,27.6,9.0,06:19:15,1408022355,20:01:18,1408071678,0.64,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-15,1408086000,34.0,16.7,24.2,32.3,16.7,23.7,11.5,50.0,0.0,0.0,0.0,,0.0,0.0,,17.3,207.1,1013.0,1.2,16.0,321.7,27.7,9.0,06:20:08,1408108808,20:00:01,1408158001,0.67,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-16,1408172400,34.3,15.8,23.9,32.2,15.8,23.3,10.8,49.6,0.0,0.0,0.0,,0.0,0.0,27.7,17.9,206.8,1014.0,0.0,16.0,325.1,28.2,10.0,06:21:02,1408195262,19:58:43,1408244323,0.7,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-17,1408258800,33.3,13.9,22.8,31.3,13.9,22.3,10.8,52.7,0.0,0.0,0.0,,0.0,0.0,27.7,17.6,196.4,1013.1,0.0,16.0,327.3,28.4,10.0,06:21:55,1408281715,19:57:23,1408330643,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-18,1408345200,31.0,14.1,21.2,29.9,14.1,21.0,13.1,64.0,0.0,0.0,0.0,,0.0,0.0,33.5,18.4,199.7,1009.0,0.2,16.0,319.7,27.5,10.0,06:22:49,1408368169,19:56:03,1408416963,0.77,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-19,1408431600,28.3,14.8,19.9,27.9,14.8,19.9,13.5,69.0,0.0,0.0,0.0,,0.0,0.0,33.5,21.5,197.2,1008.3,23.2,16.0,304.8,26.4,9.0,06:23:42,1408454622,19:54:42,1408503282,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,-7.0
2014-08-20,1408518000,25.3,15.8,19.9,25.3,15.8,19.9,13.8,69.3,0.0,0.0,0.0,,0.0,0.0,40.1,27.9,197.9,1010.6,0.3,16.0,305.0,26.2,9.0,06:24:36,1408541076,19:53:20,1408589600,0.84,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,-7.0
2014-08-21,1408604400,31.7,14.8,22.4,30.8,14.8,22.2,13.8,62.2,0.0,0.0,0.0,,0.0,0.0,,14.6,195.7,1012.2,0.0,16.0,308.7,26.5,9.0,06:25:29,1408627529,19:51:57,1408675917,0.87,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-22,1408690800,29.4,16.8,22.0,28.9,16.8,21.9,13.6,61.2,0.0,0.0,0.0,,0.0,0.0,37.1,20.5,190.5,1011.0,0.0,16.0,307.9,26.4,9.0,06:26:23,1408713983,19:50:33,1408762233,0.91,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-23,1408777200,32.0,13.3,21.6,30.5,13.3,21.2,12.3,61.4,0.0,0.0,0.0,,0.0,0.0,,17.1,208.6,1010.9,3.2,16.0,312.3,27.1,9.0,06:27:16,1408800436,19:49:08,1408848548,0.94,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-24,1408863600,32.1,15.7,22.3,30.7,15.7,22.0,12.2,56.0,0.0,0.0,0.0,,0.0,0.0,29.5,23.5,191.0,1008.8,0.0,16.0,306.6,26.3,9.0,06:28:09,1408886889,19:47:43,1408934863,0.97,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-25,1408950000,28.2,15.7,20.5,27.8,15.7,20.5,12.6,62.3,0.0,0.0,0.0,,0.0,0.0,40.7,24.5,202.3,1009.9,13.8,16.0,261.4,22.5,9.0,06:29:02,1408973342,19:46:17,1409021177,0.0,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-26,1409036400,31.8,15.0,22.4,30.6,15.0,22.2,12.4,56.8,0.0,0.0,0.0,,0.0,0.0,,17.0,187.9,1013.2,0.0,16.0,301.7,26.1,9.0,06:29:55,1409059795,19:44:50,1409107490,0.04,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-27,1409122800,34.7,17.0,24.8,32.8,17.0,24.3,12.2,49.9,0.0,0.0,0.0,,0.0,0.0,,14.5,193.5,1015.0,0.0,16.0,299.7,26.0,9.0,06:30:49,1409146249,19:43:22,1409193802,0.08,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-28,1409209200,35.8,17.0,25.1,34.4,17.0,24.6,12.3,49.6,0.0,0.0,0.0,,0.0,0.0,,15.9,198.4,1014.2,0.8,16.0,297.9,25.7,9.0,06:31:42,1409232702,19:41:54,1409280114,0.11,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-29,1409295600,31.9,15.9,22.7,31.1,15.9,22.6,13.6,59.5,0.0,0.0,0.0,,0.0,0.0,,14.0,184.0,1011.0,13.6,16.0,163.7,14.1,7.0,06:32:35,1409319155,19:40:25,1409366425,0.15,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-30,1409382000,35.1,17.4,25.4,33.1,17.4,24.9,11.7,46.0,0.0,0.0,0.0,,0.0,0.0,33.5,17.4,188.9,1009.6,6.6,16.0,299.7,25.8,9.0,06:33:27,1409405607,19:38:55,1409452735,0.18,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-08-31,1409468400,34.1,16.7,24.8,32.2,16.7,24.3,11.8,48.5,0.0,0.0,0.0,,0.0,0.0,,15.7,197.2,1009.8,0.1,16.0,293.6,25.1,9.0,06:34:20,1409492060,19:37:25,1409539045,0.21,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-01,1409554800,37.7,16.7,26.4,35.3,16.7,25.6,11.0,43.9,0.0,0.0,0.0,,0.0,0.0,,13.1,242.7,1007.8,0.0,16.0,293.2,25.1,9.0,06:35:13,1409578513,19:35:54,1409625354,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-02,1409641200,31.9,16.9,23.8,30.7,16.9,23.6,12.5,51.2,0.0,0.0,0.0,,0.0,0.0,33.5,21.4,197.3,1006.9,0.0,16.0,293.2,25.2,9.0,06:36:06,1409664966,19:34:23,1409711663,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-03,1409727600,34.7,13.7,22.4,33.2,13.7,22.0,12.8,61.0,0.0,0.0,0.0,,0.0,0.0,,14.4,220.8,1005.7,0.0,16.0,292.1,25.1,9.0,06:36:59,1409751419,19:32:51,1409797971,0.32,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-04,1409814000,34.9,13.9,23.2,32.3,13.9,22.6,10.8,54.6,0.0,0.0,0.0,,0.0,0.0,,15.3,209.0,1004.8,2.7,15.9,284.6,24.6,9.0,06:37:51,1409837871,19:31:19,1409884279,0.35,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-05,1409900400,32.1,14.8,22.0,30.9,14.8,21.8,12.8,59.9,0.0,0.0,0.0,,0.0,0.0,,16.4,193.7,1009.0,2.1,15.8,285.3,24.6,9.0,06:38:44,1409924324,19:29:47,1409970587,0.39,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-06,1409986800,33.1,15.0,22.5,31.3,15.0,22.0,11.0,54.2,0.0,0.0,0.0,,0.0,0.0,31.3,14.9,191.5,1011.0,0.0,15.4,283.8,24.5,9.0,06:39:37,1410010777,19:28:14,1410056894,0.42,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-07,1410073200,32.1,14.2,21.8,30.0,14.2,21.3,9.3,50.6,0.0,0.0,0.0,,0.0,0.0,27.7,19.3,192.1,1009.3,0.0,16.0,286.0,24.6,9.0,06:40:29,1410097229,19:26:40,1410143200,0.46,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-08,1410159600,27.4,13.0,19.3,26.7,13.0,19.3,10.3,59.3,0.0,0.0,0.0,,0.0,0.0,35.3,20.1,191.3,1009.5,5.6,16.0,280.3,24.1,9.0,06:41:22,1410183682,19:25:06,1410229506,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-09,1410246000,30.7,12.4,20.3,28.9,12.4,20.0,10.1,58.2,0.0,0.0,0.0,,0.0,0.0,29.5,16.7,194.7,1012.7,6.1,16.0,275.3,23.8,9.0,06:42:14,1410270134,19:23:32,1410315812,0.52,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-10,1410332400,35.0,13.2,23.8,32.5,13.2,23.1,9.3,49.1,0.0,0.0,0.0,,0.0,0.0,,7.9,260.6,1011.3,0.0,16.0,274.7,23.7,9.0,06:43:07,1410356587,19:21:58,1410402118,0.56,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-11,1410418800,36.7,15.6,25.5,34.3,15.6,24.8,9.9,42.9,0.0,0.0,0.0,,0.0,0.0,,7.6,264.7,1009.9,2.2,16.0,274.5,23.7,9.0,06:44:00,1410443040,19:20:23,1410488423,0.59,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-12,1410505200,38.7,16.7,26.7,36.2,16.7,25.8,9.4,39.1,0.0,0.0,0.0,,0.0,0.0,,8.8,237.2,1009.1,1.2,16.0,271.2,23.4,9.0,06:44:52,1410529492,19:18:49,1410574729,0.62,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-13,1410591600,38.7,17.2,26.8,36.4,17.2,26.1,11.0,42.5,0.0,0.0,0.0,,0.0,0.0,,11.4,245.3,1007.5,8.3,16.0,233.3,19.8,8.0,06:45:45,1410615945,19:17:14,1410661034,0.66,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-14,1410678000,35.7,16.8,24.8,34.0,16.8,24.4,11.7,48.1,0.0,0.0,0.0,,0.0,0.0,,17.6,197.1,1007.9,1.0,16.0,262.6,22.6,9.0,06:46:38,1410702398,19:15:38,1410747338,0.69,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-15,1410764400,32.7,18.1,23.8,30.7,18.1,23.4,10.4,45.6,0.0,0.0,0.0,,0.0,0.0,37.1,26.4,195.5,1009.7,13.8,16.0,261.7,22.6,8.0,06:47:30,1410788850,19:14:03,1410833643,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-16,1410850800,32.5,14.9,22.7,30.4,14.9,22.3,10.4,51.3,0.0,0.0,0.0,,0.0,0.0,29.5,18.4,184.3,1010.5,3.7,16.0,268.3,23.2,9.0,06:48:23,1410875303,19:12:27,1410919947,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-17,1410937200,31.0,16.7,22.9,29.6,16.7,22.6,11.4,51.8,0.0,0.0,0.0,,0.0,0.0,37.1,24.8,209.7,1007.5,5.9,16.0,260.9,22.6,8.0,06:49:16,1410961756,19:10:52,1411006252,0.79,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-18,1411023600,28.0,20.0,23.4,27.7,20.0,23.3,15.6,63.9,0.0,0.0,0.0,,0.0,0.0,31.3,19.4,229.2,1009.7,54.3,16.0,253.1,21.9,8.0,06:50:09,1411048209,19:09:16,1411092556,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-19,1411110000,30.9,15.7,22.3,30.1,15.7,22.2,14.4,64.6,0.0,0.0,0.0,,0.0,0.0,27.7,17.8,207.0,1010.2,6.6,16.0,204.9,17.7,7.0,06:51:02,1411134662,19:07:41,1411178861,0.85,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-20,1411196400,30.3,16.4,22.4,29.7,16.4,22.3,14.5,63.9,0.0,0.0,0.0,,0.0,0.0,31.3,24.5,191.3,1010.9,12.7,16.0,238.8,20.6,8.0,06:51:55,1411221115,19:06:05,1411265165,0.89,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-21,1411282800,27.0,17.0,21.3,27.0,17.0,21.3,13.5,62.8,0.0,0.0,0.0,,0.0,0.0,25.9,16.3,187.9,1012.8,15.9,16.0,221.4,19.0,8.0,06:52:48,1411307568,19:04:29,1411351469,0.92,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-22,1411369200,30.8,15.3,21.7,30.0,15.3,21.6,13.5,63.5,0.0,0.0,0.0,,0.0,0.0,,14.0,188.5,1014.0,8.9,15.9,244.6,21.1,8.0,06:53:42,1411394022,19:02:54,1411437774,0.95,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', 'KSAC', '72057600174']",obs,-7.0
2014-09-23,1411455600,31.2,16.0,22.5,29.8,16.0,22.2,12.7,57.8,0.0,0.0,0.0,,0.0,0.0,,16.7,187.4,1013.1,3.6,16.0,176.5,15.2,6.0,06:54:35,1411480475,19:01:18,1411524078,0.0,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-24,1411542000,29.1,17.0,22.1,29.0,17.0,22.2,16.0,70.8,0.0,0.0,0.0,,0.0,0.0,34.3,21.2,194.4,1012.2,4.0,16.0,246.5,21.2,8.0,06:55:29,1411566929,18:59:43,1411610383,0.02,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-25,1411628400,22.7,15.0,18.8,22.7,15.0,18.8,14.3,76.0,8.664,100.0,25.0,['rain'],0.0,0.0,60.8,18.0,166.1,1014.2,57.3,15.3,185.6,15.9,7.0,06:56:23,1411653383,18:58:08,1411696688,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-26,1411714800,24.8,13.6,17.9,24.8,13.6,17.9,12.0,71.3,0.0,0.0,0.0,,0.0,0.0,,18.8,281.4,1013.7,12.7,15.6,219.7,18.9,7.0,06:57:17,1411739837,18:56:32,1411782992,0.09,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
2014-09-27,1411801200,26.0,13.8,19.3,26.0,13.8,19.3,11.7,65.4,2.225,100.0,4.17,['rain'],0.0,0.0,,15.4,186.4,1010.9,26.9,15.8,218.1,18.8,8.0,06:58:11,1411826291,18:54:58,1411869298,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0
