datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,events
2020-01-11,1578729600,14.8,4.3,9.7,14.8,4.3,8.7,5.6,77.5,0.049,100.0,4.17,['rain'],0.0,0.0,,14.6,148.5,1023.4,35.1,14.6,141.7,12.2,6.0,07:23:29,1578756209,17:04:24,1578791064,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-12,1578816000,11.6,1.8,6.5,11.6,1.8,5.6,3.4,81.7,0.0,0.0,0.0,,0.0,0.0,,13.9,163.9,1021.7,28.7,11.9,92.0,7.9,4.0,07:23:16,1578842596,17:05:25,1578877525,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-01-13,1578902400,13.8,5.5,9.8,13.8,3.2,8.7,5.7,76.3,0.0,0.0,0.0,,0.0,0.0,31.7,21.0,174.0,1021.2,49.9,15.8,125.0,10.7,5.0,07:23:01,1578928981,17:06:26,1578963986,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', '72057600174']",obs,,
2020-01-14,1578988800,13.7,4.2,9.4,13.7,2.9,8.1,4.7,74.5,0.633,100.0,12.5,['rain'],0.0,0.0,38.9,18.5,198.3,1021.6,29.9,15.8,134.3,11.8,5.0,07:22:43,1579015363,17:07:28,1579050448,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', '72057600174']",obs,,
2020-01-15,1579075200,10.7,1.0,6.4,10.7,0.8,5.6,2.6,77.6,0.0,0.0,0.0,,0.0,0.0,,12.9,136.0,1017.7,14.8,15.7,98.3,8.5,5.0,07:22:24,1579101744,17:08:32,1579136912,0.68,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-16,1579161600,9.2,5.7,7.6,6.6,2.9,4.9,4.3,80.1,8.44,100.0,37.5,['rain'],0.0,0.0,46.0,33.1,154.8,1011.3,59.3,15.1,25.6,2.2,1.0,07:22:02,1579188122,17:09:35,1579223375,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-17,1579248000,8.2,3.9,6.0,6.6,1.5,4.1,4.4,89.4,0.0,0.0,0.0,,0.0,0.0,,14.5,232.1,1025.6,41.1,11.8,115.4,10.0,5.0,07:21:39,1579274499,17:10:40,1579309840,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', '72057600174']",obs,,
2020-01-18,1579334400,12.0,3.8,7.3,12.0,1.9,6.6,3.9,80.1,0.0,0.0,0.0,,0.0,0.0,,20.7,342.9,1027.2,31.5,13.0,139.0,12.0,6.0,07:21:13,1579360873,17:11:45,1579396305,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', '72057600174']",obs,,
2020-01-19,1579420800,8.3,3.9,6.0,8.3,2.0,5.4,4.4,89.5,0.0,0.0,0.0,,0.0,0.0,,7.6,149.5,1022.2,54.4,8.0,58.1,5.0,3.0,07:20:45,1579447245,17:12:51,1579482771,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-20,1579507200,10.4,5.4,7.4,10.4,3.6,7.0,5.5,87.8,0.0,0.0,0.0,,0.0,0.0,,8.5,196.7,1017.7,47.4,7.1,50.5,4.4,2.0,07:20:16,1579533616,17:13:57,1579569237,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-21,1579593600,13.7,5.9,10.6,13.7,3.8,10.0,7.6,82.0,0.889,100.0,29.17,['rain'],0.0,0.0,,16.6,145.4,1019.7,74.9,11.3,47.9,4.2,2.0,07:19:44,1579619984,17:15:04,1579655704,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', '72057600174']",obs,,
2020-01-22,1579680000,15.5,7.8,11.9,15.5,7.8,11.9,9.6,86.7,0.0,0.0,0.0,,0.0,0.0,,10.0,131.4,1024.0,58.7,12.5,87.0,7.4,4.0,07:19:11,1579706351,17:16:11,1579742171,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', '72057600174']",obs,,
2020-01-23,1579766400,13.7,5.8,9.8,13.7,4.8,9.7,7.9,88.2,0.0,0.0,0.0,,0.0,0.0,,9.0,317.9,1023.1,37.9,11.5,76.2,6.4,4.0,07:18:35,1579792715,17:17:19,1579828639,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-24,1579852800,16.7,8.1,11.6,16.7,7.3,11.5,9.4,87.1,0.0,0.0,0.0,,0.0,0.0,,12.7,302.6,1021.0,44.7,9.7,134.5,11.5,6.0,07:17:58,1579879078,17:18:27,1579915107,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-25,1579939200,14.6,7.4,11.7,14.6,7.4,11.7,10.2,90.2,1.05,100.0,12.5,['rain'],0.0,0.0,,11.8,153.0,1020.5,73.8,6.4,97.4,8.3,6.0,07:17:18,1579965438,17:19:35,1580001575,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-26,1580025600,18.7,9.1,13.8,18.7,8.2,13.8,10.5,81.7,5.385,100.0,33.33,['rain'],0.0,0.0,40.7,25.1,180.4,1022.1,48.9,11.1,141.4,12.3,7.0,07:16:37,1580051797,17:20:43,1580088043,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', '72057600174']",obs,,
2020-01-27,1580112000,17.6,7.4,11.8,17.6,7.1,11.6,8.1,78.7,0.0,0.0,0.0,,0.0,0.0,,14.8,169.4,1027.4,26.2,16.0,138.6,12.0,6.0,07:15:54,1580138154,17:21:52,1580174512,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-28,1580198400,15.6,7.6,11.2,15.6,6.8,10.7,8.5,83.4,0.0,0.0,0.0,,0.0,0.0,,15.3,152.9,1026.4,42.4,15.8,79.6,6.8,3.0,07:15:10,1580224510,17:23:01,1580260981,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-29,1580284800,18.2,5.9,11.3,18.2,4.9,10.4,6.4,74.4,0.0,0.0,0.0,,0.0,0.0,41.0,32.3,320.7,1023.3,12.7,14.2,148.3,12.7,6.0,07:14:23,1580310863,17:24:10,1580347450,0.16,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2020-01-30,1580371200,17.7,8.4,11.8,17.7,6.8,11.2,7.8,77.7,0.0,0.0,0.0,,0.0,0.0,29.5,16.7,76.5,1023.6,16.9,15.7,156.1,13.5,7.0,07:13:35,1580397215,17:25:19,1580433919,0.19,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', 'CI155', '72057600174']",obs,,
2020-01-31,1580457600,18.3,6.2,11.7,18.3,6.2,11.5,8.5,81.8,0.0,0.0,0.0,,0.0,0.0,,8.2,131.7,1026.5,6.7,11.9,161.5,13.9,6.0,07:12:45,1580483565,17:26:28,1580520388,0.22,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2020-02-01,1580544000,18.2,5.9,10.5,18.2,5.9,10.5,8.1,85.9,0.0,0.0,0.0,,0.0,0.0,,7.6,269.1,1025.1,49.9,7.5,170.0,14.6,7.0,07:11:53,1580569913,17:27:37,1580606857,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-02,1580630400,14.9,4.3,9.8,14.9,2.6,9.2,2.0,65.3,0.0,0.0,0.0,,0.0,0.0,39.6,32.8,320.7,1018.2,40.6,10.2,121.5,10.6,6.0,07:11:00,1580656260,17:28:46,1580693326,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC']",obs,,
2020-02-03,1580716800,12.1,2.2,7.1,12.1,-1.4,4.4,-4.5,46.8,0.0,0.0,0.0,,0.0,0.0,51.4,38.2,331.4,1020.7,0.2,16.0,192.3,16.5,7.0,07:10:05,1580742605,17:29:56,1580779796,0.32,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC']",obs,,
2020-02-04,1580803200,12.8,1.5,6.9,12.8,-2.5,4.8,-3.8,48.1,0.0,0.0,0.0,,0.0,0.0,47.9,28.2,332.1,1024.0,7.1,16.0,178.8,15.6,7.0,07:09:08,1580828948,17:31:05,1580866265,0.35,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-02-05,1580889600,16.2,0.7,7.5,16.2,-1.0,7.3,-0.1,60.8,0.0,0.0,0.0,,0.0,0.0,,6.7,52.3,1023.9,8.9,16.0,177.0,15.3,7.0,07:08:10,1580915290,17:32:14,1580952734,0.39,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-06,1580976000,16.9,2.2,9.0,16.9,2.2,8.9,2.0,64.2,0.0,0.0,0.0,,0.0,0.0,,6.2,101.3,1021.5,3.6,15.8,187.8,16.2,7.0,07:07:10,1581001630,17:33:23,1581039203,0.42,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2020-02-07,1581062400,17.8,2.3,9.7,17.8,2.3,9.7,3.9,69.7,0.0,0.0,0.0,,0.0,0.0,,5.8,93.3,1020.4,1.0,13.4,188.9,16.3,7.0,07:06:09,1581087969,17:34:31,1581125671,0.45,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-08,1581148800,17.7,3.8,9.7,17.7,1.6,9.3,3.7,69.5,0.0,0.0,0.0,,0.0,0.0,59.0,37.1,323.1,1017.1,16.7,12.0,163.5,14.0,7.0,07:05:07,1581174307,17:35:40,1581212140,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-09,1581235200,17.2,8.1,11.9,17.2,3.5,10.1,-2.2,37.9,0.0,0.0,0.0,,0.0,0.0,62.2,44.0,342.4,1016.9,0.6,16.0,199.7,17.2,7.0,07:04:03,1581260643,17:36:48,1581298608,0.52,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-10,1581321600,22.1,5.6,13.5,22.1,2.5,12.5,-1.3,38.3,0.0,0.0,0.0,,0.0,0.0,51.5,39.7,337.5,1016.3,0.2,16.0,202.4,17.5,8.0,07:02:57,1581346977,17:37:57,1581385077,0.55,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC']",obs,,
2020-02-11,1581408000,22.9,4.0,12.9,22.9,2.4,12.6,1.2,49.1,0.0,0.0,0.0,,0.0,0.0,50.0,29.1,353.2,1017.7,2.0,16.0,203.2,17.6,8.0,07:01:50,1581433310,17:39:05,1581471545,0.59,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC']",obs,,
2020-02-12,1581494400,18.8,3.8,10.7,18.8,3.8,10.7,3.5,64.2,0.0,0.0,0.0,,0.0,0.0,,6.6,278.8,1017.1,4.7,15.4,193.6,16.7,7.0,07:00:42,1581519642,17:40:12,1581558012,0.62,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-13,1581580800,16.8,3.3,9.9,16.8,3.1,9.4,5.3,74.3,0.0,0.0,0.0,,0.0,0.0,,16.3,195.1,1017.6,0.6,15.6,198.1,17.1,7.0,06:59:33,1581605973,17:41:20,1581644480,0.66,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-14,1581667200,17.9,3.6,10.0,17.9,2.3,9.6,5.8,76.8,0.0,0.0,0.0,,0.0,0.0,,13.2,322.1,1019.1,6.1,14.0,188.1,16.3,7.0,06:58:22,1581692302,17:42:27,1581730947,0.69,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', 'CI155']",obs,,
2020-02-15,1581753600,18.3,3.9,11.0,18.3,3.4,10.7,6.2,74.4,0.0,0.0,0.0,,0.0,0.0,,8.2,126.7,1022.0,17.1,14.0,164.9,14.2,7.0,06:57:10,1581778630,17:43:34,1581817414,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-16,1581840000,19.2,8.6,13.1,19.2,7.3,12.9,6.0,63.5,0.0,0.0,0.0,,0.0,0.0,,12.6,189.2,1021.4,13.2,16.0,197.4,17.1,8.0,06:55:57,1581864957,17:44:41,1581903881,0.76,Clear,Clear conditions throughout the day.,clear-day,"['E9060', 'KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-17,1581926400,21.4,7.6,14.0,21.4,5.1,13.3,-0.2,44.2,0.0,0.0,0.0,,0.0,0.0,51.7,32.5,327.3,1018.0,3.9,16.0,211.0,18.3,8.0,06:54:43,1581951283,17:45:47,1581990347,0.8,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', 'CI155', '72057600174']",obs,,
2020-02-18,1582012800,18.6,7.2,11.7,18.6,5.9,11.3,-1.1,42.5,0.0,0.0,0.0,,0.0,0.0,,13.9,340.3,1017.0,7.4,16.0,215.1,18.7,8.0,06:53:28,1582037608,17:46:53,1582076813,0.83,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC', 'CI155']",obs,,
2020-02-19,1582099200,18.9,3.8,10.5,18.9,3.8,10.5,2.1,59.7,0.0,0.0,0.0,,0.0,0.0,,10.3,327.9,1018.9,5.2,16.0,205.6,17.8,8.0,06:52:11,1582123931,17:47:59,1582163279,0.87,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', 'CI155']",obs,,
2020-02-20,1582185600,19.3,4.9,11.8,19.3,4.4,11.6,3.5,59.9,0.0,0.0,0.0,,0.0,0.0,,13.9,340.8,1020.0,14.6,15.8,202.6,17.5,8.0,06:50:54,1582210254,17:49:05,1582249745,0.9,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-02-21,1582272000,22.7,5.7,13.5,22.7,4.6,13.2,2.9,52.4,0.0,0.0,0.0,,0.0,0.0,,16.6,334.7,1017.2,10.4,16.0,225.1,19.3,8.0,06:49:35,1582296575,17:50:10,1582336210,0.94,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-02-22,1582358400,21.1,5.9,12.8,21.1,5.6,12.6,4.9,61.4,0.0,0.0,0.0,,0.0,0.0,,19.6,225.8,1014.9,4.9,16.0,215.2,18.6,8.0,06:48:16,1582382896,17:51:15,1582422675,0.97,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', 'CI155', '72057600174']",obs,,
2020-02-23,1582444800,17.0,6.9,11.5,17.0,4.9,10.8,7.2,76.0,0.0,0.0,0.0,,0.0,0.0,,15.4,180.3,1025.1,10.8,15.8,204.9,17.7,8.0,06:46:55,1582469215,17:52:19,1582509139,0.0,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-24,1582531200,23.3,6.6,14.0,23.3,4.2,13.5,2.4,54.5,0.0,0.0,0.0,,0.0,0.0,44.3,29.7,323.7,1026.3,0.0,14.8,227.3,19.6,8.0,06:45:34,1582555534,17:53:24,1582595604,0.04,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC', '72057600174']",obs,,
2020-02-25,1582617600,23.6,7.4,15.3,23.6,7.4,15.3,1.3,40.5,0.0,0.0,0.0,,0.0,0.0,,21.3,354.7,1024.7,2.3,16.0,231.1,20.0,8.0,06:44:12,1582641852,17:54:27,1582682067,0.07,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-26,1582704000,23.8,5.8,14.9,23.8,5.8,14.9,6.2,59.8,0.0,0.0,0.0,,0.0,0.0,,7.9,342.2,1025.9,1.2,15.7,225.3,19.5,8.0,06:42:49,1582728169,17:55:31,1582768531,0.11,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC']",obs,,
2020-02-27,1582790400,24.3,6.1,14.7,24.3,6.1,14.7,5.9,60.1,0.0,0.0,0.0,,0.0,0.0,,4.4,347.8,1023.1,4.6,15.7,230.7,19.8,8.0,06:41:25,1582814485,17:56:34,1582854994,0.14,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-28,1582876800,22.9,7.2,15.1,22.9,7.2,15.1,7.4,62.8,0.0,0.0,0.0,,0.0,0.0,,14.3,202.6,1019.3,14.0,16.0,178.6,15.5,7.0,06:40:00,1582900800,17:57:37,1582941457,0.17,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-02-29,1582963200,18.4,8.3,13.0,18.4,7.0,12.8,5.9,63.9,0.0,0.0,0.0,,0.0,0.0,35.3,22.9,200.2,1015.1,28.3,16.0,222.9,19.3,8.0,06:38:35,1582987115,17:58:40,1583027920,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-03-01,1583049600,16.1,7.4,11.6,16.1,7.0,11.2,0.4,50.0,0.0,0.0,0.0,,0.0,0.0,47.9,35.4,1.1,1014.9,57.2,16.0,151.3,13.1,7.0,06:37:09,1583073429,17:59:42,1583114382,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-03-02,1583136000,22.2,9.0,15.3,22.2,5.3,14.5,-3.9,27.8,0.0,0.0,0.0,,0.0,0.0,59.7,43.9,341.1,1016.7,1.4,16.0,244.7,21.0,9.0,06:35:42,1583159742,18:00:44,1583200844,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-03-03,1583222400,24.5,5.1,14.6,24.5,5.1,14.5,3.7,50.8,0.0,0.0,0.0,,0.0,0.0,,11.4,127.8,1016.2,0.4,16.0,242.6,21.0,9.0,06:34:15,1583246055,18:01:46,1583287306,0.3,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'AN063', 'KSAC']",obs,,
2020-03-04,1583308800,24.9,6.1,15.2,24.9,6.1,15.2,5.8,57.4,0.0,0.0,0.0,,0.0,0.0,,7.2,63.7,1017.8,3.1,16.0,242.4,20.9,9.0,06:32:47,1583332367,18:02:47,1583373767,0.34,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-03-05,1583395200,20.7,9.5,14.3,20.7,8.3,14.2,8.8,71.0,0.0,0.0,0.0,,0.0,0.0,,19.3,198.7,1018.5,11.4,15.9,230.5,19.8,8.0,06:31:18,1583418678,18:03:48,1583460228,0.37,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', 'TS389', '72483023232', '72483993225', 'AN063', '72483323206', 'KSAC']",obs,,
2020-03-06,1583481600,16.3,8.8,12.3,16.3,7.4,12.0,7.7,74.2,0.0,0.0,0.0,,0.0,0.0,33.5,23.4,205.9,1014.6,24.7,16.0,195.4,16.7,8.0,06:29:49,1583504989,18:04:49,1583546689,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', 'TS389', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
