datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,events
2015-01-01,1420099200,10.5,-1.8,3.5,10.5,-1.8,3.3,-1.8,70.5,0.0,0.0,0.0,,0.0,0.0,,11.9,141.1,1021.0,0.0,12.1,126.3,11.0,5.0,07:23:47,1420125827,16:55:28,1420160128,0.38,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-02,1420185600,11.0,-1.7,3.5,11.0,-1.7,3.2,-0.7,76.0,0.0,0.0,0.0,,0.0,0.0,,11.0,340.4,1022.1,3.1,10.2,124.6,10.7,5.0,07:23:54,1420212234,16:56:18,1420246578,0.42,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-03,1420272000,12.0,-1.1,4.5,12.0,-1.1,4.4,-0.1,74.5,0.0,0.0,0.0,,0.0,0.0,,6.7,20.5,1024.9,1.2,10.5,122.2,10.6,5.0,07:24:00,1420298640,16:57:08,1420333028,0.45,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-04,1420358400,13.5,1.2,5.9,13.5,1.0,5.6,1.8,76.8,0.0,0.0,0.0,,0.0,0.0,,15.4,348.6,1029.3,8.7,10.6,90.6,7.9,4.0,07:24:03,1420385043,16:58:00,1420419480,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-05,1420444800,13.5,0.7,6.5,13.5,0.7,6.5,2.7,78.5,0.0,0.0,0.0,,0.0,0.0,48.2,6.9,343.8,1028.0,7.6,9.9,111.0,9.6,5.0,07:24:04,1420471444,16:58:54,1420505934,0.52,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-06,1420531200,17.0,2.7,8.5,17.0,2.7,8.5,4.8,79.3,0.0,0.0,0.0,,0.0,0.0,,13.3,348.9,1024.7,2.6,11.2,124.5,10.7,5.0,07:24:03,1420557843,16:59:48,1420592388,0.55,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-07,1420617600,18.7,2.1,8.8,18.7,2.1,8.8,5.4,81.4,0.0,0.0,0.0,,0.0,0.0,,4.6,4.5,1022.0,7.0,9.7,121.8,10.5,5.0,07:24:00,1420644240,17:00:44,1420678844,0.59,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-08,1420704000,17.0,3.7,9.2,17.0,3.7,9.2,6.3,83.3,0.0,0.0,0.0,,0.0,0.0,,11.6,326.0,1018.2,11.9,9.0,105.7,9.2,5.0,07:23:55,1420730635,17:01:41,1420765301,0.62,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-09,1420790400,14.0,5.6,10.0,14.0,5.6,10.0,7.7,86.0,0.0,0.0,0.0,,0.0,0.0,,5.6,27.4,1016.0,36.5,8.8,52.7,4.4,2.0,07:23:47,1420817027,17:02:39,1420851759,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-10,1420876800,17.4,7.6,11.1,17.4,7.6,11.1,8.5,85.1,0.0,0.0,0.0,,0.0,0.0,,11.1,326.4,1015.6,20.3,5.0,96.6,8.3,4.0,07:23:38,1420903418,17:03:38,1420938218,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-11,1420963200,16.5,6.7,10.3,16.5,5.8,10.3,7.8,85.6,0.0,0.0,0.0,,0.0,0.0,,6.5,324.8,1018.4,48.3,5.9,119.7,10.3,5.0,07:23:26,1420989806,17:04:37,1421024677,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-12,1421049600,17.1,5.8,9.9,17.1,5.8,9.8,7.5,86.0,0.0,0.0,0.0,,0.0,0.0,,13.4,324.3,1022.8,44.4,7.4,112.9,9.7,5.0,07:23:13,1421076193,17:05:38,1421111138,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-13,1421136000,15.6,3.9,9.0,15.6,3.9,8.7,6.6,85.8,0.0,0.0,0.0,,0.0,0.0,,11.5,64.5,1022.0,36.5,7.4,132.8,11.4,5.0,07:22:57,1421162577,17:06:40,1421197600,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-14,1421222400,13.3,3.5,7.6,13.3,2.5,7.3,5.9,89.5,0.0,0.0,0.0,,0.0,0.0,,12.3,343.6,1024.1,54.1,3.3,131.4,11.4,5.0,07:22:39,1421248959,17:07:43,1421284063,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-15,1421308800,12.2,4.6,8.0,12.2,4.6,7.8,6.3,89.4,0.052,100.0,4.17,['rain'],0.0,0.0,,7.5,266.2,1026.1,59.1,4.7,67.9,5.8,4.0,07:22:19,1421335339,17:08:46,1421370526,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-16,1421395200,11.9,7.2,9.1,11.9,5.4,8.0,7.8,91.6,0.206,100.0,20.83,['rain'],0.0,0.0,,18.9,4.9,1025.2,91.8,4.3,81.5,7.2,3.0,07:21:57,1421421717,17:09:50,1421456990,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-17,1421481600,11.7,9.2,10.2,11.7,8.2,10.0,8.8,90.8,0.0,0.0,0.0,,0.0,0.0,,11.1,101.8,1025.2,79.3,5.9,75.3,6.6,3.0,07:21:33,1421508093,17:10:55,1421543455,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-18,1421568000,11.0,8.6,9.8,11.0,7.0,9.3,8.8,93.5,0.0,0.0,0.0,,0.0,0.0,,10.4,147.8,1025.9,97.4,2.7,123.1,10.6,5.0,07:21:07,1421594467,17:12:00,1421629920,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-19,1421654400,15.3,9.0,11.3,15.3,9.0,11.3,9.6,89.4,0.0,0.0,0.0,,0.0,0.0,,9.2,349.9,1024.7,78.8,7.6,115.0,10.0,5.0,07:20:39,1421680839,17:13:06,1421716386,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-20,1421740800,14.1,5.6,10.0,14.1,5.6,9.9,7.8,86.9,0.0,0.0,0.0,,0.0,0.0,,7.3,314.2,1020.1,59.2,8.2,114.9,9.8,5.0,07:20:09,1421767209,17:14:12,1421802852,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-21,1421827200,13.2,4.8,8.3,13.2,4.8,8.1,6.3,87.6,0.0,0.0,0.0,,0.0,0.0,,12.4,157.5,1021.0,56.2,7.1,129.9,11.1,6.0,07:19:37,1421853577,17:15:19,1421889319,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-22,1421913600,12.9,4.7,8.4,12.9,4.7,7.9,5.9,85.0,0.0,0.0,0.0,,0.0,0.0,,11.1,348.3,1026.1,51.7,10.1,121.7,10.6,5.0,07:19:03,1421939943,17:16:26,1421975786,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-23,1422000000,14.4,3.7,7.8,14.4,3.7,7.4,5.9,89.1,0.0,0.0,0.0,,0.0,0.0,,9.7,157.6,1027.1,64.6,3.3,138.1,11.9,6.0,07:18:27,1422026307,17:17:34,1422062254,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-24,1422086400,10.9,7.0,8.0,10.9,5.3,7.1,6.4,90.2,0.0,0.0,0.0,,0.0,0.0,,12.6,146.1,1023.6,82.8,4.0,146.2,12.6,6.0,07:17:49,1422112669,17:18:42,1422148722,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-25,1422172800,13.9,6.4,8.8,13.9,4.1,8.3,6.2,84.5,0.0,0.0,0.0,,0.0,0.0,,12.3,161.5,1020.4,51.5,7.6,148.6,13.0,6.0,07:17:09,1422199029,17:19:50,1422235190,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-26,1422259200,18.0,5.2,10.1,18.0,2.7,9.5,6.5,79.7,0.0,0.0,0.0,,0.0,0.0,,11.5,346.8,1017.3,16.6,9.0,107.8,9.3,5.0,07:16:28,1422285388,17:20:59,1422321659,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-27,1422345600,16.5,8.5,12.4,16.5,8.5,12.4,9.3,81.6,0.0,0.0,0.0,,0.0,0.0,,9.9,126.4,1021.7,38.1,11.5,52.7,4.6,2.0,07:15:45,1422371745,17:22:07,1422408127,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-28,1422432000,18.8,8.1,12.4,18.8,6.8,12.0,8.2,77.0,0.0,0.0,0.0,,0.0,0.0,,11.4,348.6,1023.1,9.4,11.2,132.3,11.4,6.0,07:14:59,1422458099,17:23:16,1422494596,0.29,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-29,1422518400,19.2,5.3,11.3,19.2,5.3,11.3,7.1,77.4,0.0,0.0,0.0,,0.0,0.0,,7.4,324.2,1019.9,3.1,13.9,146.4,12.6,6.0,07:14:12,1422544452,17:24:25,1422581065,0.32,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-30,1422604800,20.3,4.3,11.4,20.3,2.8,11.3,6.6,74.7,0.0,0.0,0.0,,0.0,0.0,,12.7,329.6,1014.5,4.0,11.3,148.1,12.9,6.0,07:13:24,1422630804,17:25:34,1422667534,0.36,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-01-31,1422691200,22.6,7.8,14.1,22.6,5.8,13.7,2.8,49.5,0.0,0.0,0.0,,0.0,0.0,39.4,26.6,338.7,1014.6,0.2,15.2,151.1,13.0,6.0,07:12:33,1422717153,17:26:44,1422754004,0.39,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-01,1422777600,19.1,4.6,11.2,19.1,4.1,11.0,6.8,76.3,0.0,0.0,0.0,,0.0,0.0,50.0,8.5,348.3,1020.4,10.7,9.4,127.8,11.1,6.0,07:11:41,1422803501,17:27:53,1422840473,0.43,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-02,1422864000,18.5,5.0,11.7,18.5,5.0,11.7,7.5,77.6,0.0,0.0,0.0,,0.0,0.0,,12.6,331.6,1020.9,24.0,9.4,128.8,11.1,4.0,07:10:48,1422889848,17:29:02,1422926942,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-03,1422950400,19.8,7.9,13.0,19.8,7.9,13.0,9.2,79.8,0.0,0.0,0.0,,0.0,0.0,,10.0,17.2,1019.6,14.3,9.4,127.8,11.0,6.0,07:09:52,1422976192,17:30:11,1423013411,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-04,1423036800,19.0,6.5,12.4,19.0,6.5,12.4,9.2,82.5,0.0,0.0,0.0,,0.0,0.0,,10.4,225.3,1017.8,25.1,5.8,148.1,12.9,6.0,07:08:55,1423062535,17:31:20,1423099880,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-05,1423123200,14.3,9.9,12.1,14.3,9.1,12.1,9.1,81.7,0.0,0.0,0.0,,0.0,0.0,,14.1,168.4,1014.9,19.3,13.6,110.6,9.4,5.0,07:07:57,1423148877,17:32:29,1423186349,0.56,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-06,1423209600,16.2,11.7,14.0,16.2,11.7,14.0,9.8,77.0,32.575,100.0,58.33,['rain'],0.0,0.0,54.7,30.1,150.0,1011.2,82.1,11.7,59.6,5.1,2.0,07:06:57,1423235217,17:33:38,1423272818,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-07,1423296000,18.8,14.2,15.9,18.8,14.2,15.9,13.5,85.7,1.852,100.0,25.0,['rain'],0.0,0.0,50.0,33.0,149.4,1016.6,85.7,15.3,139.6,12.1,5.0,07:05:55,1423321555,17:34:47,1423359287,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-08,1423382400,17.6,14.9,16.2,17.6,14.9,16.2,13.6,85.2,30.837,100.0,41.67,['rain'],0.0,0.0,48.3,29.9,160.1,1014.5,83.6,11.1,70.8,6.1,3.0,07:04:53,1423407893,17:35:55,1423445755,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-09,1423468800,18.7,9.3,15.1,18.7,9.3,15.1,10.3,73.8,1.476,100.0,4.17,['rain'],0.0,0.0,54.5,25.1,181.4,1021.6,55.3,16.0,152.3,13.0,6.0,07:03:48,1423494228,17:37:04,1423532224,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-10,1423555200,16.1,7.6,10.8,16.1,5.6,10.4,6.9,77.9,0.0,0.0,0.0,,0.0,0.0,,24.1,320.6,1021.4,7.9,15.9,175.2,15.0,7.0,07:02:42,1423580562,17:38:12,1423618692,0.73,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-11,1423641600,18.4,4.3,11.2,18.4,4.3,11.2,6.9,76.8,0.0,0.0,0.0,,0.0,0.0,,10.8,307.5,1021.2,11.4,15.0,170.4,14.7,6.0,07:01:35,1423666895,17:39:20,1423705160,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-12,1423728000,22.0,7.3,13.6,22.0,6.4,13.5,8.8,75.2,0.0,0.0,0.0,,0.0,0.0,,8.2,329.7,1022.1,10.3,15.3,174.4,15.1,7.0,07:00:27,1423753227,17:40:27,1423791627,0.8,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC']",obs,,
2015-02-13,1423814400,21.9,6.8,14.2,21.9,6.8,14.2,9.6,76.2,0.0,0.0,0.0,,0.0,0.0,,13.9,324.5,1019.9,7.6,13.0,174.6,15.0,6.0,06:59:17,1423839557,17:41:35,1423878095,0.83,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-14,1423900800,22.6,8.4,14.6,22.6,8.4,14.6,10.2,77.5,0.0,0.0,0.0,,0.0,0.0,,9.8,337.9,1018.5,3.7,15.1,181.3,15.8,7.0,06:58:06,1423925886,17:42:42,1423964562,0.86,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-15,1423987200,21.9,6.7,13.6,21.9,6.7,13.6,9.6,79.0,0.0,0.0,0.0,,0.0,0.0,,6.5,359.7,1016.5,7.6,12.8,172.2,14.9,7.0,06:56:54,1424012214,17:43:49,1424051029,0.89,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-16,1424073600,22.6,8.1,14.5,22.6,8.1,14.4,9.7,75.2,0.0,0.0,0.0,,0.0,0.0,,12.9,343.5,1015.6,4.9,13.4,181.4,15.6,7.0,06:55:41,1424098541,17:44:56,1424137496,0.93,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-17,1424160000,18.3,10.0,13.0,18.3,10.0,13.0,10.3,84.1,0.0,0.0,0.0,,0.0,0.0,,15.6,192.5,1018.6,23.5,12.6,182.0,15.8,7.0,06:54:26,1424184866,17:46:02,1424223962,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-18,1424246400,18.0,7.9,11.7,18.0,7.9,11.5,9.7,88.2,0.0,0.0,0.0,,0.0,0.0,,8.4,72.7,1021.3,39.6,7.3,171.2,14.6,7.0,06:53:11,1424271191,17:47:08,1424310428,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-19,1424332800,15.0,7.4,11.4,15.0,7.4,11.4,10.2,92.5,0.026,100.0,4.17,['rain'],0.0,0.0,,9.1,189.1,1019.9,92.4,2.8,143.0,12.3,5.0,06:51:54,1424357514,17:48:14,1424396894,0.03,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-20,1424419200,18.4,10.4,13.2,18.4,10.4,13.2,10.3,83.5,0.0,0.0,0.0,,0.0,0.0,,14.2,43.2,1016.7,55.5,10.2,188.4,16.4,7.0,06:50:36,1424443836,17:49:19,1424483359,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-21,1424505600,15.4,8.8,11.2,15.4,8.1,11.0,9.0,86.9,0.049,100.0,4.17,['rain'],0.0,0.0,,12.5,119.2,1013.3,56.0,6.6,191.4,16.8,7.0,06:49:18,1424530158,17:50:24,1424569824,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-22,1424592000,18.5,7.0,12.8,18.5,4.6,12.5,1.4,51.6,0.0,0.0,0.0,,0.0,0.0,60.1,40.4,346.6,1010.9,19.6,13.9,177.8,15.5,7.0,06:47:58,1424616478,17:51:29,1424656289,0.13,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-23,1424678400,17.2,6.9,12.3,17.2,3.9,11.3,-5.8,28.9,0.0,0.0,0.0,,0.0,0.0,55.0,41.2,339.3,1017.1,1.9,16.0,189.5,16.4,7.0,06:46:37,1424702797,17:52:34,1424742754,0.16,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-24,1424764800,19.2,1.2,10.1,19.2,-2.2,9.5,-2.4,45.5,0.0,0.0,0.0,,0.0,0.0,,12.1,267.3,1025.6,1.6,16.0,208.9,18.0,7.0,06:45:16,1424789116,17:53:38,1424829218,0.2,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-25,1424851200,18.3,3.2,10.6,18.3,1.5,10.5,3.0,61.8,0.0,0.0,0.0,,0.0,0.0,,9.5,302.8,1022.8,7.3,15.9,201.2,17.4,7.0,06:43:54,1424875434,17:54:42,1424915682,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-26,1424937600,22.6,5.3,13.3,22.6,5.3,13.2,5.2,61.8,0.0,0.0,0.0,,0.0,0.0,42.5,26.9,324.5,1015.3,5.1,15.9,179.1,15.5,7.0,06:42:30,1424961750,17:55:45,1425002145,0.27,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-27,1425024000,19.2,6.7,12.3,19.2,6.7,12.3,7.0,72.0,0.0,0.0,0.0,,0.0,0.0,42.5,27.2,218.8,1008.0,22.6,16.0,172.5,15.0,6.0,06:41:06,1425048066,17:56:48,1425088608,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-02-28,1425110400,14.1,7.6,10.7,14.1,7.6,10.6,6.4,75.6,0.0,0.0,0.0,,0.0,0.0,,10.2,103.8,1008.7,71.4,16.0,145.1,12.3,6.0,06:39:42,1425134382,17:57:51,1425175071,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-01,1425196800,18.8,4.8,11.2,18.8,3.3,10.8,3.9,64.7,0.0,0.0,0.0,,0.0,0.0,27.7,14.7,338.9,1013.7,0.3,15.5,206.2,17.8,7.0,06:38:16,1425220696,17:58:54,1425261534,0.37,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-02,1425283200,17.0,7.9,11.8,17.0,6.1,11.1,6.0,68.9,0.369,100.0,4.17,['rain'],0.0,0.0,33.5,15.5,141.2,1010.8,47.3,16.0,121.6,10.5,4.0,06:36:50,1425307010,17:59:56,1425347996,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-03,1425369600,18.7,4.6,11.2,18.7,4.0,11.1,4.4,65.8,0.0,0.0,0.0,,0.0,0.0,33.5,21.6,321.9,1015.9,3.3,16.0,215.1,18.8,8.0,06:35:23,1425393323,18:00:58,1425434458,0.43,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-04,1425456000,19.1,2.3,10.6,19.1,2.3,10.5,3.0,62.7,0.0,0.0,0.0,,0.0,0.0,,6.6,7.6,1019.8,0.4,16.0,219.8,19.0,8.0,06:33:55,1425479635,18:01:59,1425520919,0.47,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-05,1425542400,20.7,4.7,12.1,20.7,3.3,12.0,3.9,60.9,0.0,0.0,0.0,,0.0,0.0,,11.5,320.5,1025.8,0.5,16.0,226.4,19.5,8.0,06:32:27,1425565947,18:03:01,1425607381,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-06,1425628800,22.9,4.7,13.4,22.9,4.7,13.4,4.9,61.1,0.0,0.0,0.0,,0.0,0.0,,11.3,320.4,1023.4,0.0,15.7,231.1,20.1,8.0,06:30:59,1425652259,18:04:02,1425693842,0.54,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-07,1425715200,23.6,5.4,14.3,23.6,5.4,14.3,6.0,61.1,0.0,0.0,0.0,,0.0,0.0,,7.6,12.5,1018.6,1.8,16.0,225.8,19.5,8.0,06:29:29,1425738569,18:05:03,1425780303,0.57,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-08,1425801600,23.8,7.4,15.5,23.8,7.4,15.5,7.6,62.7,0.0,0.0,0.0,,0.0,0.0,,10.8,278.1,1016.9,5.7,15.7,237.0,19.8,8.0,07:28:00,1425824880,19:06:03,1425866763,0.61,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,,
2015-03-09,1425884400,23.7,6.8,15.1,23.7,6.8,15.1,8.8,69.5,0.0,0.0,0.0,,0.0,0.0,,6.9,160.1,1014.8,3.1,15.5,231.3,20.0,8.0,07:26:29,1425911189,19:07:03,1425953223,0.64,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0,
2015-03-10,1425970800,22.6,9.0,16.0,22.6,9.0,16.0,9.9,69.2,0.0,0.0,0.0,,0.0,0.0,70.6,9.8,259.3,1013.7,12.3,15.7,96.4,8.5,4.0,07:24:59,1425997499,19:08:03,1426039683,0.67,Clear,Clear conditions throughout the day.,clear-day,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0,
2015-03-11,1426057200,18.5,12.6,15.5,18.5,12.6,15.5,11.1,75.6,4.793,100.0,29.17,['rain'],0.0,0.0,,15.0,193.2,1019.6,77.6,15.1,143.6,12.5,6.0,07:23:28,1426083808,19:09:03,1426126143,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['KSMF', '72483023232', '72483993225', '72483323206', 'KSAC', '72057600174']",obs,-7.0,
