datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
2008-01-13,1200211200,12.7,3.2,7.4,12.7,3.2,7.3,6.1,92.5,0.062,100.0,4.17,['rain'],0.0,0.0,,8.0,88.1,1026.2,42.8,8.5,,,,07:23:04,1200237784,17:06:21,1200272781,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-14,1200297600,11.4,1.6,6.1,11.4,1.6,5.9,5.0,93.0,0.0,0.0,0.0,,0.0,0.0,,12.8,323.7,1027.1,23.9,5.3,,,,07:22:47,1200324167,17:07:24,1200359244,0.23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-15,1200384000,13.0,3.0,6.8,13.0,2.6,5.7,3.0,80.7,0.053,100.0,4.17,['rain'],0.0,0.0,57.2,34.9,332.8,1023.6,43.8,7.6,,,,07:22:27,1200410547,17:08:27,1200445707,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-16,1200470400,13.8,3.9,8.1,13.8,0.2,5.6,-4.0,43.2,0.0,0.0,0.0,,0.0,0.0,61.2,32.9,337.9,1020.4,4.7,16.0,,,,07:22:06,1200496926,17:09:31,1200532171,0.3,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-17,1200556800,12.0,1.3,6.1,12.0,-1.6,5.1,-0.7,63.2,0.0,0.0,0.0,,0.0,0.0,50.0,18.6,342.1,1022.3,0.0,13.4,,,,07:21:43,1200583303,17:10:35,1200618635,0.33,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-18,1200643200,13.3,-0.1,5.7,13.3,-0.9,5.5,2.0,79.5,0.0,0.0,0.0,,0.0,0.0,,6.1,87.3,1023.3,0.7,8.4,,,,07:21:17,1200669677,17:11:40,1200705100,0.37,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-19,1200729600,13.8,0.2,6.0,13.8,-1.0,5.7,2.2,78.7,0.0,0.0,0.0,,0.0,0.0,,8.9,143.2,1024.3,0.6,8.5,,,,07:20:50,1200756050,17:12:46,1200791566,0.4,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-20,1200816000,10.5,3.6,7.0,10.5,1.5,5.5,3.7,80.6,0.566,100.0,12.5,['rain'],0.0,0.0,,15.9,175.0,1014.1,41.9,11.2,,,,07:20:20,1200842420,17:13:52,1200878032,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-21,1200902400,9.5,3.2,5.9,7.5,0.3,3.7,3.7,86.5,6.387,100.0,50.0,['rain'],0.0,0.0,,14.6,154.4,1014.6,61.9,14.8,,,,07:19:49,1200928789,17:14:59,1200964499,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-22,1200988800,6.3,4.3,5.4,5.9,1.2,2.8,4.6,94.7,26.904,100.0,75.0,['rain'],0.0,0.0,,17.8,348.1,1018.5,99.5,10.0,,,,07:19:15,1201015155,17:16:06,1201050966,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-23,1201075200,6.6,3.8,5.2,4.3,0.2,2.6,4.6,95.9,15.352,100.0,87.5,['rain'],0.0,0.0,,16.9,330.7,1014.4,100.0,8.9,,,,07:18:40,1201101520,17:17:14,1201137434,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-24,1201161600,8.3,4.0,6.0,5.1,-0.2,2.6,3.7,85.5,4.782,100.0,62.5,['rain'],0.0,0.0,51.8,27.4,144.3,1009.0,96.5,14.8,,,,07:18:03,1201187883,17:18:22,1201223902,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-25,1201248000,13.0,7.2,10.2,13.0,4.0,9.4,5.6,73.8,12.831,100.0,66.67,['rain'],0.0,0.0,51.8,29.5,117.7,1011.7,94.8,14.2,,,,07:17:23,1201274243,17:19:30,1201310370,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-26,1201334400,16.6,9.3,12.6,16.6,7.0,12.5,5.5,63.0,2.291,100.0,25.0,['rain'],0.0,0.0,,27.9,136.5,1014.7,76.6,15.8,,,,07:16:42,1201360602,17:20:38,1201396838,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-27,1201420800,12.8,7.8,10.4,12.8,4.0,9.8,8.3,87.4,10.271,100.0,83.33,['rain'],0.0,0.0,61.2,37.5,165.1,1002.6,95.3,14.2,,,,07:16:00,1201446960,17:21:47,1201483307,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-28,1201507200,10.7,3.0,6.5,10.7,0.4,4.7,0.6,68.0,0.0,0.0,0.0,,0.0,0.0,,23.6,212.0,1016.2,32.6,16.0,,,,07:15:15,1201533315,17:22:56,1201569776,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-29,1201593600,7.1,1.7,4.4,3.4,-1.2,1.5,2.6,88.5,2.606,100.0,33.33,['rain'],0.0,0.0,51.8,26.2,150.6,1023.6,61.9,14.3,,,,07:14:29,1201619669,17:24:05,1201656245,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-30,1201680000,10.7,1.4,6.0,10.7,0.6,5.4,1.2,73.9,0.007,100.0,4.17,['rain'],0.0,0.0,,10.6,154.7,1026.4,35.1,15.2,,,,07:13:40,1201706020,17:25:14,1201742714,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-01-31,1201766400,8.9,5.2,7.1,5.9,3.2,4.4,4.5,83.6,7.149,100.0,41.67,['rain'],0.0,0.0,55.8,33.8,150.6,1024.9,97.4,13.6,,,,07:12:50,1201792370,17:26:23,1201829183,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-01,1201852800,10.5,0.3,5.9,10.5,0.3,5.5,3.0,83.5,0.0,0.0,0.0,,0.0,0.0,,12.1,197.4,1023.4,24.6,11.8,,,,07:11:59,1201878719,17:27:32,1201915652,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-02,1201939200,8.3,1.3,5.4,4.7,0.6,2.6,3.3,86.4,5.862,100.0,62.5,['rain'],0.0,0.0,65.6,42.3,144.8,1018.0,75.6,13.5,,,,07:11:06,1201965066,17:28:41,1202002121,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-03,1202025600,13.0,4.7,8.8,13.0,1.8,7.2,4.4,75.8,2.046,100.0,20.83,['rain'],0.0,0.0,57.2,36.6,201.2,1008.2,46.6,15.3,,,,07:10:11,1202051411,17:29:50,1202088590,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-04,1202112000,11.7,3.0,7.4,11.7,-0.3,5.1,-0.2,61.5,0.0,0.0,0.0,,0.0,0.0,53.6,38.6,330.8,1020.2,2.2,16.0,,,,07:09:14,1202137754,17:31:00,1202175060,0.93,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-05,1202198400,12.2,0.5,6.5,12.2,0.3,5.6,0.4,65.9,0.0,0.0,0.0,,0.0,0.0,,18.0,241.8,1026.8,5.6,15.6,,,,07:08:16,1202224096,17:32:09,1202261529,0.96,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-06,1202284800,12.2,3.7,7.6,12.2,1.4,6.5,4.7,82.4,0.0,0.0,0.0,,0.0,0.0,,14.0,208.5,1027.5,16.3,14.1,,,,07:07:17,1202310437,17:33:18,1202347998,0.0,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-07,1202371200,14.9,1.9,7.9,14.9,0.5,7.4,5.1,84.4,0.0,0.0,0.0,,0.0,0.0,,12.0,318.2,1026.4,19.8,10.3,,,,07:06:16,1202396776,17:34:26,1202434466,0.02,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-08,1202457600,16.4,2.3,8.7,16.4,0.6,8.4,3.9,75.1,0.0,0.0,0.0,,0.0,0.0,,17.7,339.4,1024.0,10.9,12.0,,,,07:05:13,1202483113,17:35:35,1202520935,0.06,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-09,1202544000,17.0,2.3,9.1,17.0,2.3,9.1,4.7,75.7,0.0,0.0,0.0,,0.0,0.0,,5.3,349.1,1022.1,2.1,14.0,,,,07:04:09,1202569449,17:36:43,1202607403,0.1,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-10,1202630400,18.6,3.4,9.9,18.6,3.4,9.9,6.2,80.5,0.0,0.0,0.0,,0.0,0.0,,12.3,315.7,1022.0,3.9,10.3,,,,07:03:04,1202655784,17:37:52,1202693872,0.13,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-11,1202716800,18.9,3.8,10.8,18.9,3.8,10.8,6.4,77.4,0.0,0.0,0.0,,0.0,0.0,,12.5,331.3,1021.5,7.7,10.9,,,,07:01:57,1202742117,17:39:00,1202780340,0.17,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-12,1202803200,19.5,4.6,11.6,19.5,4.6,11.6,7.4,77.5,0.0,0.0,0.0,,0.0,0.0,,11.2,81.0,1019.9,0.5,11.6,,,,07:00:49,1202828449,17:40:07,1202866807,0.2,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-13,1202889600,16.1,7.1,11.1,16.1,6.2,10.9,0.6,57.2,0.053,100.0,4.17,['rain'],0.0,0.0,76.0,52.4,341.1,1013.9,3.3,12.0,,,,06:59:40,1202914780,17:41:15,1202953275,0.25,Rain,Clear conditions throughout the day with early morning rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-14,1202976000,14.4,5.1,9.7,14.4,0.6,7.6,-3.4,40.1,0.0,0.0,0.0,,0.0,0.0,50.4,32.8,329.7,1017.4,0.6,16.0,,,,06:58:29,1203001109,17:42:22,1203039742,0.27,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-15,1203062400,15.2,1.5,9.0,15.2,1.5,8.2,-0.2,53.6,0.0,0.0,0.0,,0.0,0.0,,20.4,99.8,1020.2,0.0,16.0,,,,06:57:17,1203087437,17:43:29,1203126209,0.31,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-16,1203148800,16.7,1.9,9.1,16.7,1.9,9.0,2.1,64.5,0.0,0.0,0.0,,0.0,0.0,,10.7,338.0,1022.8,0.0,15.5,,,,06:56:04,1203173764,17:44:36,1203212676,0.35,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-17,1203235200,16.7,2.1,9.1,16.7,2.1,9.1,4.2,74.2,0.0,0.0,0.0,,0.0,0.0,,9.1,197.1,1019.9,0.2,12.0,,,,06:54:50,1203260090,17:45:42,1203299142,0.38,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-18,1203321600,17.8,3.5,9.4,17.8,2.7,9.0,5.8,80.4,0.0,0.0,0.0,,0.0,0.0,,19.2,219.3,1017.6,7.4,10.3,,,,06:53:35,1203346415,17:46:48,1203385608,0.42,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-19,1203408000,11.7,6.6,9.4,11.7,4.3,8.3,7.1,85.8,10.056,100.0,37.5,['rain'],0.0,0.0,,22.8,182.7,1018.6,62.3,13.1,,,,06:52:19,1203432739,17:47:54,1203472074,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-20,1203494400,14.3,7.0,10.5,14.3,6.2,10.2,7.4,82.6,5.084,100.0,20.83,['rain'],0.0,0.0,,12.4,172.6,1017.5,64.5,11.8,,,,06:51:01,1203519061,17:49:00,1203558540,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-21,1203580800,11.7,6.3,9.6,11.7,4.8,9.0,6.7,82.6,2.577,100.0,45.83,['rain'],0.0,0.0,51.8,29.6,147.9,1012.2,80.5,14.1,,,,06:49:43,1203605383,17:50:05,1203645005,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-22,1203667200,12.7,6.1,9.3,12.7,4.3,8.4,7.0,85.8,2.307,100.0,25.0,['rain'],0.0,0.0,,18.0,185.4,1011.9,82.5,15.2,,,,06:48:23,1203691703,17:51:10,1203731470,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-23,1203753600,11.1,3.8,7.7,11.1,2.1,6.2,5.6,86.5,8.306,100.0,41.67,['rain'],0.0,0.0,59.2,36.6,137.1,1012.9,65.1,13.7,,,,06:47:03,1203778023,17:52:14,1203817934,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-24,1203840000,12.7,9.5,10.8,12.7,6.6,10.7,8.3,84.5,9.949,100.0,54.17,['rain'],0.0,0.0,61.2,34.0,159.9,1013.4,81.9,14.2,,,,06:45:42,1203864342,17:53:19,1203904399,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-25,1203926400,15.2,6.1,10.1,15.2,5.2,9.7,7.4,84.7,0.0,0.0,0.0,,0.0,0.0,,16.0,314.3,1026.5,38.7,12.9,,,,06:44:19,1203950659,17:54:23,1203990863,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-26,1204012800,18.1,3.3,10.1,18.1,3.3,10.1,6.8,81.9,0.0,0.0,0.0,,0.0,0.0,,9.9,311.2,1025.1,6.1,12.3,,,,06:42:56,1204036976,17:55:26,1204077326,0.68,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-27,1204099200,19.5,5.7,12.3,19.5,5.7,12.3,8.0,77.8,0.062,100.0,4.17,['rain'],0.0,0.0,,10.9,312.4,1020.6,2.9,14.3,,,,06:41:33,1204123293,17:56:29,1204163789,0.71,Rain,Clear conditions throughout the day with early morning rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-28,1204185600,21.1,5.3,13.0,21.1,5.3,13.0,8.0,74.3,0.0,0.0,0.0,,0.0,0.0,,9.6,171.2,1015.0,0.2,15.1,,,,06:40:08,1204209608,17:57:32,1204250252,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-02-29,1204272000,20.6,6.6,13.3,20.6,6.6,13.2,9.2,77.8,0.0,0.0,0.0,,0.0,0.0,,17.2,182.7,1017.6,1.3,13.3,,,,06:38:43,1204295923,17:58:35,1204336715,0.78,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-01,1204358400,16.2,9.2,12.0,16.2,6.8,11.4,5.0,65.8,0.0,0.0,0.0,,0.0,0.0,,26.3,317.8,1023.0,19.4,16.0,,,,06:37:17,1204382237,17:59:37,1204423177,0.81,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-02,1204444800,17.9,7.6,12.1,17.9,2.9,10.5,-1.0,41.8,0.0,0.0,0.0,,0.0,0.0,68.0,46.2,332.9,1022.4,0.0,16.0,,,,06:35:50,1204468550,18:00:39,1204509639,0.84,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-03,1204531200,17.7,3.5,10.9,17.7,3.5,10.5,2.8,59.2,0.0,0.0,0.0,,0.0,0.0,,15.5,104.1,1025.4,0.3,16.0,,,,06:34:23,1204554863,18:01:41,1204596101,0.88,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-04,1204617600,19.5,5.3,12.0,19.5,3.4,11.6,4.5,63.5,0.0,0.0,0.0,,0.0,0.0,,15.7,323.3,1020.0,0.0,15.7,,,,06:32:55,1204641175,18:02:43,1204682563,0.91,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-05,1204704000,19.4,6.7,12.3,19.4,4.9,11.4,0.2,46.3,0.0,0.0,0.0,,0.0,0.0,48.2,29.0,326.2,1018.6,0.2,16.0,,,,06:31:26,1204727486,18:03:44,1204769024,0.94,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-06,1204790400,16.4,3.1,10.2,16.4,2.0,10.0,3.7,66.4,0.0,0.0,0.0,,0.0,0.0,,15.4,357.1,1023.8,8.5,16.0,,,,06:29:57,1204813797,18:04:45,1204855485,0.97,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-07,1204876800,19.1,3.7,11.8,19.1,3.0,11.6,5.5,67.7,0.0,0.0,0.0,,0.0,0.0,,9.2,290.2,1025.0,3.6,16.0,,,,06:28:27,1204900107,18:05:45,1204941945,0.0,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-08,1204963200,20.1,5.5,12.7,20.1,4.1,12.5,3.8,59.4,0.0,0.0,0.0,,0.0,0.0,,27.3,311.0,1021.0,4.3,16.0,,,,06:26:57,1204986417,18:06:45,1205028405,0.04,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-09,1205049600,21.7,3.6,13.1,21.7,3.6,12.9,2.8,53.5,0.0,0.0,0.0,,0.0,0.0,,8.8,253.9,1020.3,0.9,16.0,,,,07:25:27,1205072727,19:07:45,1205114865,0.08,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,
2008-03-10,1205132400,21.8,7.2,14.5,21.8,7.2,14.5,7.9,66.2,0.0,0.0,0.0,,0.0,0.0,,10.9,168.5,1023.9,2.1,16.0,,,,07:23:56,1205159036,19:08:45,1205201325,0.11,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,-7.0
2008-03-11,1205218800,19.9,7.8,13.7,19.9,6.9,13.6,8.6,72.7,0.0,0.0,0.0,,0.0,0.0,90.7,11.9,268.9,1024.4,7.2,16.0,,,,07:22:24,1205245344,19:09:45,1205287785,0.14,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,-7.0
2008-03-12,1205305200,18.8,9.0,13.4,18.8,7.4,13.2,8.8,74.7,0.0,0.0,0.0,,0.0,0.0,,13.6,179.5,1020.7,22.4,15.2,,,,07:20:53,1205331653,19:10:44,1205374244,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,-7.0
2008-03-13,1205391600,19.3,10.8,14.5,19.3,10.8,14.5,9.2,72.0,0.0,0.0,0.0,,0.0,0.0,50.0,31.7,214.8,1018.4,67.1,15.8,,,,07:19:21,1205417961,19:11:43,1205460703,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,-7.0
2008-03-14,1205478000,14.8,7.0,11.0,14.8,5.2,10.0,5.7,71.3,0.007,100.0,4.17,['rain'],0.0,0.0,50.0,28.1,211.2,1019.6,40.3,16.0,,,,07:17:48,1205504268,19:12:42,1205547162,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,-7.0
2008-03-15,1205564400,14.9,3.7,9.3,14.9,3.7,8.5,2.8,66.4,0.01,100.0,4.17,['rain'],0.0,0.0,,22.6,309.1,1016.2,23.2,16.0,,,,07:16:16,1205590576,19:13:41,1205633621,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,-7.0
2008-03-16,1205650800,17.5,6.8,11.5,17.5,2.4,9.9,-0.8,44.9,0.0,0.0,0.0,,0.0,0.0,53.9,35.1,333.6,1017.6,1.7,16.0,,,,07:14:43,1205676883,19:14:40,1205720080,0.32,Clear,Clear conditions throughout the day.,clear-day,"['72482893241', '72483023232', '72483993225', '72483323206']",obs,-7.0
