datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
2001-01-11,979200000,11.1,7.2,9.2,11.1,4.2,7.4,5.7,79.3,3.496,100.0,45.83,['rain'],0.0,0.0,,37.0,132.0,1006.5,80.8,15.6,,,,07:23:24,979226604,17:05:02,979261502,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-01-12,979286400,12.9,5.7,8.4,12.9,3.2,6.8,5.1,80.9,1.001,100.0,20.83,['rain'],0.0,0.0,,20.4,343.3,1015.3,39.2,15.3,,,,07:23:09,979312989,17:06:03,979347963,0.6,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"['72483023232', '72492023237']",obs,
2001-01-13,979372800,12.9,6.1,9.1,12.9,3.8,8.1,5.6,79.3,0.0,0.0,0.0,,0.0,0.0,,16.5,176.3,1023.7,66.0,15.7,,,,07:22:52,979399372,17:07:05,979434425,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-01-14,979459200,12.1,4.4,7.5,12.1,1.7,6.0,4.0,79.8,0.0,0.0,0.0,,0.0,0.0,,24.0,320.4,1025.3,32.8,12.6,,,,07:22:34,979485754,17:08:08,979520888,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-01-15,979545600,13.3,3.8,7.6,13.3,-0.2,5.2,-2.0,52.9,0.0,0.0,0.0,,0.0,0.0,,37.0,334.7,1020.5,0.0,16.0,,,,07:22:13,979572133,17:09:12,979607352,0.7,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-16,979632000,11.7,1.6,6.5,11.7,-2.6,3.6,-3.5,49.6,0.0,0.0,0.0,,0.0,0.0,,33.4,334.9,1022.5,0.0,16.0,,,,07:21:50,979658510,17:10:16,979693816,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-17,979718400,11.1,-1.2,4.5,11.1,-3.9,3.0,-3.6,58.2,0.0,0.0,0.0,,0.0,0.0,,14.7,347.2,1027.9,0.0,14.6,,,,07:21:25,979744885,17:11:21,979780281,0.77,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-18,979804800,11.2,-1.7,5.0,11.2,-5.5,4.3,-0.5,70.0,0.0,0.0,0.0,,0.0,0.0,,11.0,188.5,1027.3,13.2,8.7,,,,07:20:59,979831259,17:12:27,979866747,0.81,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-19,979891200,13.8,3.4,7.7,13.8,0.4,6.7,2.6,72.1,0.0,0.0,0.0,,0.0,0.0,,18.6,341.4,1025.2,2.6,8.0,,,,07:20:30,979917630,17:13:33,979953213,0.84,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-20,979977600,11.6,1.2,5.7,11.6,-1.6,4.8,0.3,70.8,0.0,0.0,0.0,,0.0,0.0,,16.6,76.5,1023.4,0.0,4.4,,,,07:19:59,980003999,17:14:39,980039679,0.87,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-21,980064000,13.3,-1.1,6.6,13.3,-3.1,5.6,3.3,80.6,0.0,0.0,0.0,,0.0,0.0,,12.9,333.4,1022.4,0.1,7.5,,,,07:19:26,980090366,17:15:46,980126146,0.91,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-22,980150400,17.1,2.8,9.0,17.1,2.8,8.7,3.5,72.2,0.0,0.0,0.0,,0.0,0.0,,12.9,275.5,1019.3,6.1,10.4,,,,07:18:51,980176731,17:16:54,980212614,0.94,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-23,980236800,11.2,6.2,8.7,11.2,4.6,7.7,6.4,85.8,11.541,100.0,33.33,['rain'],0.0,0.0,,16.5,147.1,1016.3,62.5,6.9,,,,07:18:15,980263095,17:18:02,980299082,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-01-24,980323200,12.1,4.3,8.2,12.1,1.6,7.0,5.3,82.7,0.011,100.0,8.33,['rain'],0.0,0.0,,16.6,155.2,1018.8,31.1,16.0,,,,07:17:36,980349456,17:19:10,980385550,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72483023232', '72492023237']",obs,
2001-01-25,980409600,9.4,2.9,6.4,5.6,-0.2,3.7,4.5,87.7,23.044,100.0,33.33,['rain'],0.0,0.0,,33.5,143.1,1021.2,85.8,11.9,,,,07:16:56,980435816,17:20:18,980472018,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-01-26,980496000,11.1,4.3,6.6,11.1,0.4,4.4,4.5,87.0,0.026,100.0,4.17,['rain'],0.0,0.0,,24.0,316.4,1016.0,45.2,14.7,,,,07:16:13,980522173,17:21:27,980558487,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72483023232', '72492023237']",obs,
2001-01-27,980582400,13.8,2.8,7.8,13.8,-0.8,5.8,1.9,68.0,0.0,0.0,0.0,,0.0,0.0,,33.2,331.2,1013.3,0.0,15.5,,,,07:15:29,980608529,17:22:35,980644955,0.11,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-28,980668800,11.7,0.7,6.0,11.7,-2.4,4.5,2.8,80.9,0.0,0.0,0.0,,0.0,0.0,,16.5,131.6,1019.8,1.2,10.5,,,,07:14:43,980694883,17:23:44,980731424,0.15,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-29,980755200,12.2,4.4,7.9,12.2,2.9,6.8,5.1,83.1,3.082,100.0,16.67,['rain'],0.0,0.0,,16.5,319.8,1025.6,53.4,11.0,,,,07:13:56,980781236,17:24:53,980817893,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72483023232', '72492023237']",obs,
2001-01-30,980841600,11.1,1.7,6.0,11.1,-0.9,4.0,0.3,68.3,0.0,0.0,0.0,,0.0,0.0,,24.1,343.0,1026.4,3.8,14.8,,,,07:13:06,980867586,17:26:02,980904362,0.21,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-01-31,980928000,14.3,-0.6,5.7,14.3,-2.4,4.8,0.2,71.5,0.0,0.0,0.0,,0.0,0.0,,12.9,323.8,1026.0,0.0,13.8,,,,07:12:15,980953935,17:27:12,980990832,0.25,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-01,981014400,13.9,0.1,7.2,13.9,-1.0,6.5,2.9,75.3,0.0,0.0,0.0,,0.0,0.0,,11.1,87.1,1028.2,0.0,9.9,,,,07:11:22,981040282,17:28:21,981077301,0.25,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-02,981100800,15.0,2.1,8.6,15.0,0.7,8.3,4.0,74.4,0.0,0.0,0.0,,0.0,0.0,,12.9,323.2,1029.4,32.2,10.6,,,,07:10:28,981126628,17:29:30,981163770,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-02-03,981187200,18.8,3.3,10.6,18.8,3.3,10.4,5.8,74.5,0.0,0.0,0.0,,0.0,0.0,,18.7,323.6,1026.8,7.4,14.9,,,,07:09:32,981212972,17:30:39,981250239,0.35,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-04,981273600,20.1,5.1,11.8,20.1,5.1,11.7,7.6,78.0,0.0,0.0,0.0,,0.0,0.0,,9.3,19.7,1024.7,0.0,8.0,,,,07:08:35,981299315,17:31:48,981336708,0.38,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-05,981360000,18.4,3.9,10.7,18.4,2.6,10.4,0.8,55.2,0.0,0.0,0.0,,0.0,0.0,,11.1,174.3,1019.2,18.8,7.4,,,,07:07:35,981385655,17:32:57,981423177,0.42,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-06,981446400,12.2,5.1,8.6,12.2,2.2,7.1,2.3,66.2,0.297,100.0,4.17,['rain'],0.0,0.0,,27.7,239.6,1012.3,48.7,16.0,,,,07:06:35,981471995,17:34:06,981509646,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72483023232', '72492023237']",obs,
2001-02-07,981532800,12.2,4.3,7.5,12.2,-0.2,4.8,-5.4,41.4,0.0,0.0,0.0,,0.0,0.0,,48.2,330.1,1013.0,2.1,16.0,,,,07:05:33,981558333,17:35:14,981596114,0.5,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-08,981619200,12.1,0.7,6.9,12.1,-3.6,4.5,-4.6,45.1,0.0,0.0,0.0,,0.0,0.0,,27.6,325.5,1016.5,22.1,16.0,,,,07:04:29,981644669,17:36:23,981682583,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-02-09,981705600,9.4,6.2,7.4,6.3,2.9,4.6,3.5,77.4,11.224,100.0,37.5,['rain'],0.0,0.0,,29.6,150.0,1013.7,93.3,13.5,,,,07:03:24,981731004,17:37:31,981769051,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-02-10,981792000,10.0,5.6,7.1,10.0,2.1,4.4,4.5,83.5,7.546,100.0,54.17,['rain'],0.0,0.0,,20.6,156.4,1011.2,77.2,15.8,,,,07:02:18,981817338,17:38:39,981855519,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-02-11,981878400,10.1,5.1,7.4,10.1,2.2,4.5,3.6,77.8,8.078,100.0,41.67,['rain'],0.0,0.0,,35.3,169.3,1010.1,75.7,15.4,,,,07:01:10,981903670,17:39:47,981941987,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-02-12,981964800,6.7,2.8,5.5,6.6,-0.5,3.4,3.7,88.3,9.512,100.0,33.33,['rain'],0.0,0.0,,18.7,12.3,1012.5,72.0,14.8,,,,07:00:01,981990001,17:40:55,982028455,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-02-13,982051200,15.6,2.9,8.4,15.6,-1.5,5.7,1.0,62.0,0.0,0.0,0.0,,0.0,0.0,,36.9,330.9,1006.0,12.7,16.0,,,,06:58:51,982076331,17:42:02,982114922,0.68,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-14,982137600,13.9,2.8,8.3,13.9,2.8,8.0,4.1,76.2,0.0,0.0,0.0,,0.0,0.0,,11.2,189.7,1017.1,25.3,13.9,,,,06:57:40,982162660,17:43:09,982201389,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-02-15,982224000,13.4,2.1,7.6,13.4,-0.6,6.9,4.5,82.0,0.0,0.0,0.0,,0.0,0.0,,9.4,134.6,1020.9,7.5,10.4,,,,06:56:27,982248987,17:44:16,982287856,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-16,982310400,15.7,5.0,10.4,15.7,5.0,10.1,4.7,69.2,0.0,0.0,0.0,,0.0,0.0,,16.7,133.2,1021.0,31.1,13.0,,,,06:55:13,982335313,17:45:22,982374322,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-02-17,982396800,13.3,6.7,9.6,13.3,5.8,9.1,5.8,78.0,3.366,100.0,25.0,['rain'],0.0,0.0,,11.2,184.4,1018.1,48.7,12.3,,,,06:53:58,982421638,17:46:29,982460789,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-02-18,982483200,13.9,8.3,10.4,13.9,7.1,10.1,9.1,92.1,3.377,100.0,20.83,['rain'],0.0,0.0,,14.8,145.2,1017.1,90.3,7.2,,,,06:52:42,982507962,17:47:34,982547254,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['72483023232', '72492023237']",obs,
2001-02-19,982569600,13.9,8.4,10.4,13.9,5.9,9.6,7.5,82.3,26.495,100.0,37.5,['rain'],0.0,0.0,,27.7,148.5,1013.2,72.0,14.1,,,,06:51:25,982594285,17:48:40,982633720,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-02-20,982656000,12.9,9.3,10.9,12.9,7.1,10.9,7.8,81.0,0.0,0.0,0.0,,0.0,0.0,,22.3,145.5,1020.5,90.7,16.0,,,,06:50:07,982680607,17:49:45,982720185,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"['72483023232', '72492023237']",obs,
2001-02-21,982742400,13.9,9.3,10.8,13.9,7.7,10.5,8.3,85.1,6.662,100.0,41.67,['rain'],0.0,0.0,,24.1,172.4,1022.0,98.6,12.7,,,,06:48:48,982766928,17:50:50,982806650,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-02-22,982828800,12.9,6.7,9.3,12.9,4.1,7.9,5.2,76.4,5.405,100.0,29.17,['rain'],0.0,0.0,,25.9,178.3,1015.1,56.2,15.0,,,,06:47:28,982853248,17:51:55,982893115,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-02-23,982915200,12.1,5.7,8.6,12.1,2.1,7.1,4.9,78.4,16.794,100.0,25.0,['rain'],0.0,0.0,,24.1,358.1,1011.9,47.1,15.3,,,,06:46:07,982939567,17:52:59,982979579,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72483023232', '72492023237']",obs,
2001-02-24,983001600,9.4,6.2,7.7,6.5,1.5,4.4,6.0,88.8,13.044,100.0,58.33,['rain'],0.0,0.0,,40.7,143.5,1009.3,92.5,11.4,,,,06:44:45,983025885,17:54:03,983066043,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-02-25,983088000,15.7,7.9,11.0,15.7,5.1,10.1,6.5,75.1,0.032,100.0,8.33,['rain'],0.0,0.0,,18.7,57.6,1015.2,41.7,15.9,,,,06:43:22,983112202,17:55:07,983152507,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72483023232', '72492023237']",obs,
2001-02-26,983174400,13.8,6.2,9.8,13.8,4.4,9.0,6.0,78.1,0.0,0.0,0.0,,0.0,0.0,,14.8,9.0,1014.2,0.0,15.3,,,,06:41:59,983198519,17:56:10,983238970,0.12,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-27,983260800,19.4,4.4,12.0,19.4,1.9,11.4,1.9,56.6,0.0,0.0,0.0,,0.0,0.0,,35.2,338.5,1014.3,0.1,14.5,,,,06:40:34,983284834,17:57:13,983325433,0.16,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-02-28,983347200,16.6,4.3,9.9,16.6,0.4,8.9,-0.8,51.1,0.0,0.0,0.0,,0.0,0.0,,36.9,340.3,1013.8,1.3,15.6,,,,06:39:09,983371149,17:58:16,983411896,0.19,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-01,983433600,15.1,2.8,8.9,15.1,1.5,8.5,3.6,72.2,0.0,0.0,0.0,,0.0,0.0,,16.6,215.3,1018.0,26.6,15.0,,,,06:37:43,983457463,17:59:18,983498358,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-03-02,983520000,12.1,7.1,8.9,12.1,6.4,8.3,7.5,91.6,15.366,100.0,58.33,['rain'],0.0,0.0,,12.9,163.7,1014.5,90.0,9.1,,,,06:36:17,983543777,18:00:20,983584820,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-03-03,983606400,12.2,3.9,8.6,12.2,1.5,8.4,6.6,88.0,2.882,100.0,20.83,['rain'],0.0,0.0,,9.4,18.1,1012.9,82.8,8.3,,,,06:34:50,983630090,18:01:22,983671282,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-03-04,983692800,15.1,10.1,12.0,15.1,10.1,12.0,8.1,78.2,11.621,100.0,75.0,['rain'],0.0,0.0,,44.7,136.9,1006.5,99.5,12.5,,,,06:33:22,983716402,18:02:24,983757744,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72483023232', '72492023237']",obs,
2001-03-05,983779200,16.1,10.0,12.6,16.1,10.0,12.6,9.7,83.2,14.51,100.0,41.67,['rain'],0.0,0.0,,27.7,96.7,1012.2,80.8,15.1,,,,06:31:53,983802713,18:03:25,983844205,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72483023232', '72492023237']",obs,
2001-03-06,983865600,17.9,10.0,13.0,17.9,10.0,13.0,9.5,79.9,0.0,0.0,0.0,,0.0,0.0,,25.7,288.1,1013.7,5.4,16.0,,,,06:30:25,983889025,18:04:26,983930666,0.4,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-07,983952000,18.9,6.2,12.2,18.9,6.2,12.1,9.4,84.3,0.003,100.0,4.17,['rain'],0.0,0.0,,14.7,151.9,1018.7,0.2,14.1,,,,06:28:55,983975335,18:05:26,984017126,0.43,Rain,Clear conditions throughout the day with early morning rain.,rain,"['72483023232', '72492023237']",obs,
2001-03-08,984038400,16.2,8.4,11.7,16.2,6.8,11.3,8.5,81.5,0.0,0.0,0.0,,0.0,0.0,,18.7,195.1,1020.2,32.5,14.1,,,,06:27:25,984061645,18:06:27,984103587,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72483023232', '72492023237']",obs,
2001-03-09,984124800,16.1,7.1,10.4,16.1,4.7,9.6,5.5,73.7,0.304,100.0,8.33,['rain'],0.0,0.0,,24.0,354.1,1014.1,45.8,15.5,,,,06:25:55,984147955,18:07:27,984190047,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72483023232', '72492023237']",obs,
2001-03-10,984211200,18.3,6.6,11.7,18.3,3.5,10.5,3.6,59.2,0.0,0.0,0.0,,0.0,0.0,,27.6,325.5,1011.6,0.0,15.9,,,,06:24:24,984234264,18:08:27,984276507,0.54,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-11,984297600,18.8,4.3,11.7,18.8,4.3,11.5,5.7,69.2,0.0,0.0,0.0,,0.0,0.0,,20.5,345.1,1013.9,0.0,14.0,,,,06:22:53,984320573,18:09:26,984362966,0.57,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-12,984384000,19.4,3.8,12.4,19.4,2.6,12.2,5.1,63.6,0.0,0.0,0.0,,0.0,0.0,,14.6,196.3,1018.7,0.0,15.4,,,,06:21:21,984406881,18:10:26,984449426,0.6,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-13,984470400,20.7,5.6,12.7,20.7,4.0,12.5,7.3,72.2,0.0,0.0,0.0,,0.0,0.0,,11.1,150.8,1020.2,0.0,15.8,,,,06:19:49,984493189,18:11:25,984535885,0.63,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-14,984556800,20.7,7.1,12.7,20.7,5.8,12.5,7.7,75.8,0.0,0.0,0.0,,0.0,0.0,,20.5,311.0,1020.3,4.3,11.6,,,,06:18:17,984579497,18:12:24,984622344,0.67,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-15,984643200,17.1,6.2,11.1,17.1,4.6,10.6,7.5,80.3,0.0,0.0,0.0,,0.0,0.0,,11.3,186.2,1018.1,5.1,15.1,,,,06:16:44,984665804,18:13:23,984708803,0.7,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-16,984729600,18.4,5.1,12.0,18.4,5.1,11.7,5.4,68.9,0.0,0.0,0.0,,0.0,0.0,,29.5,312.3,1016.5,0.0,15.4,,,,06:15:12,984752112,18:14:21,984795261,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-17,984816000,22.2,5.7,14.3,22.2,5.7,14.2,7.7,68.7,0.0,0.0,0.0,,0.0,0.0,,13.0,280.9,1018.2,0.0,15.7,,,,06:13:39,984838419,18:15:20,984881720,0.76,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-18,984902400,24.3,7.9,15.9,24.3,7.2,15.9,10.4,72.7,0.0,0.0,0.0,,0.0,0.0,,9.4,285.3,1019.8,0.0,15.8,,,,06:12:06,984924726,18:16:18,984968178,0.8,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-19,984988800,25.1,10.6,17.7,25.1,10.6,17.7,12.6,74.0,0.0,0.0,0.0,,0.0,0.0,,11.1,327.0,1017.8,0.0,15.5,,,,06:10:32,985011032,18:17:16,985054636,0.83,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-20,985075200,26.1,11.7,18.7,26.1,11.7,18.7,14.1,76.8,0.0,0.0,0.0,,0.0,0.0,,12.9,209.1,1014.8,0.0,11.6,,,,06:08:59,985097339,18:18:14,985141094,0.86,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-21,985161600,25.0,11.1,17.0,25.0,11.1,17.0,13.2,80.2,0.0,0.0,0.0,,0.0,0.0,,22.2,244.4,1015.1,0.0,14.4,,,,06:07:25,985183645,18:19:12,985227552,0.89,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-22,985248000,20.1,10.0,14.0,20.1,10.0,14.0,10.7,81.3,0.0,0.0,0.0,,0.0,0.0,,22.2,194.9,1016.1,0.0,15.7,,,,06:05:52,985269952,18:20:09,985314009,0.93,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-23,985334400,20.1,10.6,14.4,20.1,10.6,14.4,10.4,77.8,0.0,0.0,0.0,,0.0,0.0,,16.5,200.5,1016.8,0.1,16.0,,,,06:04:18,985356258,18:21:07,985400467,0.96,Clear,Clear conditions throughout the day.,clear-day,"['72483023232', '72492023237']",obs,
2001-03-24,985420800,21.2,10.6,15.1,21.2,10.6,15.1,11.5,80.1,7.834,100.0,16.67,['rain'],0.0,0.0,,25.8,206.6,1015.8,35.0,15.5,,,,06:02:45,985442565,18:22:04,985486924,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['72483023232', '72492023237']",obs,
2001-03-25,985507200,19.4,9.4,14.8,19.4,8.9,14.8,9.3,72.7,4.578,100.0,16.67,['rain'],0.0,0.0,,20.4,245.4,1019.8,26.0,15.9,,,,06:01:11,985528871,18:23:02,985573382,0.03,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"['72483023232', '72492023237']",obs,
